room_type_id,large_double_bed,large_bed,single_bed,sofa_bed,double_bed,small_double_bed,king_size_bed,futon_mattress,bunk_bed,extra_long_bed,flexibility_score,sqm,views,bathroom_count,balcony-terrace,closet,air_conditioning,mini_bar,bathtub,shower,refrigerator,private-pool,jacuzzi-bathtub,bedroom_count,price_option_price,adults_number,children_number,có_bữa_sáng,bãi_đậu_xe,phòng_tập,vào_hồ_bơi_miễn_phí,wifi_miễn_phí,không_hoàn_tiền,miễn_phí_hủy,đã_kèm_bữa_sáng,hotel_id,room_room_type_name,hotel_name,region
6726,1,0,0,0,0,0,0,0,0,0,1,30.0,ngoai troi,0,True,True,True,,,,,,,0,648148.0,4,0,100000,1,0,0,0,0,1,1,70214398,Phòng Gia đình nhìn ra Núi (Family Room with Mountain View),Tam Coc Kamili Bungalow & Homestay,Ninh Bình
6727,0,1,0,0,0,0,0,0,0,0,1,28.0,nui,1,True,True,True,,,,,,True,0,648148.0,3,0,100000,1,0,0,0,0,1,1,70214398,Phòng có giường cỡ King nhìn ra cảnh núi non (King Room with Mountain View),Tam Coc Kamili Bungalow & Homestay,Ninh Bình
6728,1,0,0,0,0,0,0,0,0,0,1,25.0,ngoai troi,0,True,True,True,,,,,,,0,509259.0,1,0,100000,1,0,0,0,0,1,1,70214398,Phòng Giường Đôi Nhìn Ra Núi (Double Room with Mountain View),Tam Coc Kamili Bungalow & Homestay,Ninh Bình
6729,0,1,0,0,0,0,0,0,0,0,1,15.0,,1,,True,,True,,,True,,,0,328704.0,2,0,100000,1,0,0,1,0,1,0,39637280,Phòng Có Giường Cỡ King (King Room),Tam Cốc Phương Nhi homestay (Tam Coc Phuong Nhi Homestay),Ninh Bình
6730,0,1,0,0,0,0,0,0,0,0,1,30.0,nui,1,True,True,,True,,,,,,0,402778.0,2,0,100000,1,0,0,1,0,1,0,39637280,Phòng Có Giường Cỡ King Với Ban Công (King Room with Balcony),Tam Cốc Phương Nhi homestay (Tam Coc Phuong Nhi Homestay),Ninh Bình
6731,1,0,0,0,0,0,0,0,0,0,1,30.0,nui,1,,True,,True,,,True,,,0,503704.0,2,0,100000,1,0,0,1,0,1,0,39637280,Phòng 4 người nhìn ra vườn (Quadruple Room with Garden View),Tam Cốc Phương Nhi homestay (Tam Coc Phuong Nhi Homestay),Ninh Bình
6731,1,0,0,0,0,0,0,0,0,0,1,30.0,nui,1,,True,,True,,,True,,,0,629630.0,4,0,100000,1,0,0,1,0,1,0,39637280,Phòng 4 người nhìn ra vườn (Quadruple Room with Garden View),Tam Cốc Phương Nhi homestay (Tam Coc Phuong Nhi Homestay),Ninh Bình
6732,0,1,0,0,0,0,0,0,0,0,1,28.0,nui,1,True,True,,,,,,,,0,563659.0,2,0,100000,1,0,0,1,0,0,1,78427564,Phòng Deluxe Có Giường Cỡ King (Deluxe King Room),Madam Seven Tam Coc,Ninh Bình
6732,0,1,0,0,0,0,0,0,0,0,1,28.0,nui,1,True,True,,,,,,,,0,535477.0,1,1,100000,1,0,0,1,0,0,1,78427564,Phòng Deluxe Có Giường Cỡ King (Deluxe King Room),Madam Seven Tam Coc,Ninh Bình
6733,0,1,0,0,0,0,0,0,0,0,1,38.0,nui,1,True,True,,,,,,,,0,722586.0,2,1,100000,1,0,0,1,0,0,1,78427564,Phòng Suite Gia đình (Family Suite),Madam Seven Tam Coc,Ninh Bình
6733,0,1,0,0,0,0,0,0,0,0,1,38.0,nui,1,True,True,,,,,,,,0,762729.0,3,1,100000,1,0,0,1,0,0,1,78427564,Phòng Suite Gia đình (Family Suite),Madam Seven Tam Coc,Ninh Bình
6734,0,1,0,0,0,0,0,0,0,0,1,25.0,ngoai troi,1,True,,,True,,,,,,0,312500.0,2,0,100000,1,0,0,1,0,1,1,78854208,Phòng Deluxe (2 Người lớn + 1 Trẻ em) (Deluxe Room (2 Adults + 1 Child)),Đức Anh Hotel Ninh Binh (Đuc Anh Hotel Ninh Binh),Ninh Bình
6735,0,1,0,0,0,0,0,0,0,0,1,30.0,ngoai troi,1,True,,,True,,,,,,0,429687.0,3,0,100000,1,0,0,1,0,1,1,78854208,Phòng 3 Người Hạng Tiết Kiệm (Economy Triple Room),Đức Anh Hotel Ninh Binh (Đuc Anh Hotel Ninh Binh),Ninh Bình
6736,0,1,0,0,0,0,0,0,0,0,1,30.0,ngoai troi,1,True,,,True,,,,,,0,585937.0,4,0,100000,1,0,0,1,0,1,1,78854208,Phòng Có 2 Giường Cỡ King (King Room with Two King Beds),Đức Anh Hotel Ninh Binh (Đuc Anh Hotel Ninh Binh),Ninh Bình
6737,1,0,1,0,0,0,0,0,0,0,1,19.0,nui,1,True,,True,,,,,,,0,472222.0,3,0,100000,0,0,0,0,1,0,1,5417709,Phòng Tiêu Chuẩn Giường Lớn (Standard King Room),"Nhà mặt đất 19 m² 5 phòng ngủ, 5 phòng tắm riêng ở Động Tam Cốc - Bích Động (Phi Hung's Unique Homestay)",Ninh Bình
6737,1,0,1,0,0,0,0,0,0,0,1,19.0,nui,1,True,,True,,,,,,,0,524691.0,2,0,100000,0,0,0,0,0,1,1,5417709,Phòng Tiêu Chuẩn Giường Lớn (Standard King Room),"Nhà mặt đất 19 m² 5 phòng ngủ, 5 phòng tắm riêng ở Động Tam Cốc - Bích Động (Phi Hung's Unique Homestay)",Ninh Bình
6737,1,0,1,0,0,0,0,0,0,0,1,19.0,nui,1,True,,True,,,,,,,0,569665.0,3,0,100000,0,0,0,0,0,1,1,5417709,Phòng Tiêu Chuẩn Giường Lớn (Standard King Room),"Nhà mặt đất 19 m² 5 phòng ngủ, 5 phòng tắm riêng ở Động Tam Cốc - Bích Động (Phi Hung's Unique Homestay)",Ninh Bình
6738,0,1,0,0,0,0,0,0,0,0,1,19.0,nui,1,True,,True,,,,,,,0,505952.0,2,0,100000,0,0,0,0,0,1,1,5417709,Phòng Deluxe Có Giường Cỡ King (Deluxe King Room),"Nhà mặt đất 19 m² 5 phòng ngủ, 5 phòng tắm riêng ở Động Tam Cốc - Bích Động (Phi Hung's Unique Homestay)",Ninh Bình
6738,0,1,0,0,0,0,0,0,0,0,1,19.0,nui,1,True,,True,,,,,,,0,505952.0,2,0,100000,0,0,0,0,1,0,1,5417709,Phòng Deluxe Có Giường Cỡ King (Deluxe King Room),"Nhà mặt đất 19 m² 5 phòng ngủ, 5 phòng tắm riêng ở Động Tam Cốc - Bích Động (Phi Hung's Unique Homestay)",Ninh Bình
6738,0,1,0,0,0,0,0,0,0,0,1,19.0,nui,1,True,,True,,,,,,,0,505952.0,1,0,100000,0,0,0,0,0,1,1,5417709,Phòng Deluxe Có Giường Cỡ King (Deluxe King Room),"Nhà mặt đất 19 m² 5 phòng ngủ, 5 phòng tắm riêng ở Động Tam Cốc - Bích Động (Phi Hung's Unique Homestay)",Ninh Bình
6739,0,1,0,0,0,0,0,0,0,0,1,19.0,nui,1,True,,,,,,,,,0,539683.0,2,0,100000,0,0,0,0,0,1,1,5417709,Phòng có giường cỡ King nhìn ra cảnh núi non (King Room with Mountain View),"Nhà mặt đất 19 m² 5 phòng ngủ, 5 phòng tắm riêng ở Động Tam Cốc - Bích Động (Phi Hung's Unique Homestay)",Ninh Bình
6739,0,1,0,0,0,0,0,0,0,0,1,19.0,nui,1,True,,,,,,,,,0,539683.0,2,0,100000,0,0,0,0,1,0,1,5417709,Phòng có giường cỡ King nhìn ra cảnh núi non (King Room with Mountain View),"Nhà mặt đất 19 m² 5 phòng ngủ, 5 phòng tắm riêng ở Động Tam Cốc - Bích Động (Phi Hung's Unique Homestay)",Ninh Bình
6739,0,1,0,0,0,0,0,0,0,0,1,19.0,nui,1,True,,,,,,,,,0,524691.0,1,0,100000,0,0,0,0,0,1,1,5417709,Phòng có giường cỡ King nhìn ra cảnh núi non (King Room with Mountain View),"Nhà mặt đất 19 m² 5 phòng ngủ, 5 phòng tắm riêng ở Động Tam Cốc - Bích Động (Phi Hung's Unique Homestay)",Ninh Bình
6740,1,0,0,0,0,0,0,0,0,0,1,19.0,nui,1,True,,True,,,,,,,0,607143.0,4,0,100000,0,0,0,0,1,0,1,5417709,Phòng Giường Đôi Có Ban Công (Double Room with Balcony),"Nhà mặt đất 19 m² 5 phòng ngủ, 5 phòng tắm riêng ở Động Tam Cốc - Bích Động (Phi Hung's Unique Homestay)",Ninh Bình
6740,1,0,0,0,0,0,0,0,0,0,1,19.0,nui,1,True,,True,,,,,,,0,667857.0,2,0,100000,0,0,0,0,0,1,1,5417709,Phòng Giường Đôi Có Ban Công (Double Room with Balcony),"Nhà mặt đất 19 m² 5 phòng ngủ, 5 phòng tắm riêng ở Động Tam Cốc - Bích Động (Phi Hung's Unique Homestay)",Ninh Bình
6740,1,0,0,0,0,0,0,0,0,0,1,19.0,nui,1,True,,True,,,,,,,0,674603.0,3,0,100000,0,0,0,0,0,1,1,5417709,Phòng Giường Đôi Có Ban Công (Double Room with Balcony),"Nhà mặt đất 19 m² 5 phòng ngủ, 5 phòng tắm riêng ở Động Tam Cốc - Bích Động (Phi Hung's Unique Homestay)",Ninh Bình
6741,0,0,1,0,0,0,0,0,0,0,1,15.0,ngoai troi,1,True,,,,,,,,,6,370370.0,2,0,100000,1,0,0,0,0,1,1,36114954,Phòng giường Queen (Queen Room),D&D Riverside Homestay,Ninh Bình
6741,0,0,1,0,0,0,0,0,0,0,1,15.0,ngoai troi,1,True,,,,,,,,,6,351852.0,1,1,100000,1,0,0,0,0,1,1,36114954,Phòng giường Queen (Queen Room),D&D Riverside Homestay,Ninh Bình
6742,0,1,0,0,0,0,0,0,0,0,1,25.0,ngoai troi,1,True,,True,,,,,,,0,555556.0,2,0,100000,1,0,0,0,0,1,1,36114954,Phòng giường King - Không hút thuốc (King Room - Non-Smoking),D&D Riverside Homestay,Ninh Bình
6742,0,1,0,0,0,0,0,0,0,0,1,25.0,ngoai troi,1,True,,True,,,,,,,0,527778.0,1,1,100000,1,0,0,0,0,1,1,36114954,Phòng giường King - Không hút thuốc (King Room - Non-Smoking),D&D Riverside Homestay,Ninh Bình
6743,0,1,0,0,0,0,0,0,0,0,1,30.0,ngoai troi,1,True,,True,,,,,,,0,1002778.0,3,1,100000,1,0,0,0,1,0,1,36114954,Phòng 4 người (Quadruple Room),D&D Riverside Homestay,Ninh Bình
6743,0,1,0,0,0,0,0,0,0,0,1,30.0,ngoai troi,1,True,,True,,,,,,,0,1055556.0,3,1,100000,1,0,0,0,0,1,1,36114954,Phòng 4 người (Quadruple Room),D&D Riverside Homestay,Ninh Bình
6744,0,0,0,0,1,0,0,0,0,0,1,16.0,vuon,1,True,,,True,,,,,,0,750000.0,2,0,100000,0,0,0,1,0,1,0,6258655,Phòng Bungalow giường đôi (Bungalow Double Room),Cuong Hieu homestay (Cuong Hieu Homestay),Ninh Bình
6745,0,0,0,0,1,0,0,0,0,0,1,18.0,ngoai troi,1,,True,,,,,,,,0,400000.0,2,0,100000,1,0,0,1,0,0,1,18230460,Phòng Giường Đôi Lớn Tiêu Chuẩn (Standard Queen Room),Tam Coc Cocoon homestay (Tam Coc Cocoon Homestay),Ninh Bình
6745,0,0,0,0,1,0,0,0,0,0,1,18.0,ngoai troi,1,,True,,,,,,,,0,360000.0,1,1,100000,1,0,0,1,0,0,1,18230460,Phòng Giường Đôi Lớn Tiêu Chuẩn (Standard Queen Room),Tam Coc Cocoon homestay (Tam Coc Cocoon Homestay),Ninh Bình
6746,0,0,0,0,1,0,0,0,0,0,1,25.0,nui,1,,True,,,,,,,,0,500000.0,2,1,100000,1,0,0,1,1,0,1,18230460,Phòng King (King Room),Tam Coc Cocoon homestay (Tam Coc Cocoon Homestay),Ninh Bình
6747,0,0,0,0,1,0,0,0,0,0,1,25.0,nui,1,,True,,,,,,,,0,625000.0,2,1,100000,1,0,0,1,0,0,1,18230460,Phòng Queen có 2 giường Queen (Queen Room with 2 Queen Beds),Tam Coc Cocoon homestay (Tam Coc Cocoon Homestay),Ninh Bình
6748,0,0,0,0,1,0,0,0,0,0,1,28.0,nong thon,0,True,,,True,,,,,,0,574543.0,2,0,100000,1,0,0,1,1,0,1,8666033,Phòng Cao Cấp Cho Hai Người (Superior Double Room),Khách Sạn Salina Ninh Bình (Salina Hotel Ninh Binh),Ninh Bình
6748,0,0,0,0,1,0,0,0,0,0,1,28.0,nong thon,0,True,,,True,,,,,,0,880390.0,2,0,100000,1,0,0,1,0,1,1,8666033,Phòng Cao Cấp Cho Hai Người (Superior Double Room),Khách Sạn Salina Ninh Bình (Salina Hotel Ninh Binh),Ninh Bình
6748,0,0,0,0,1,0,0,0,0,0,1,28.0,nong thon,0,True,,,True,,,,,,0,967593.0,2,0,100000,1,0,0,1,0,0,1,8666033,Phòng Cao Cấp Cho Hai Người (Superior Double Room),Khách Sạn Salina Ninh Bình (Salina Hotel Ninh Binh),Ninh Bình
6749,0,0,1,0,0,0,0,0,0,0,1,30.0,nong thon,0,True,,,True,,,,,,0,765093.0,2,0,100000,1,0,0,1,0,0,1,8666033,Phòng Hai Giường Đơn Loại Sang (Deluxe Twin Room),Khách Sạn Salina Ninh Bình (Salina Hotel Ninh Binh),Ninh Bình
6749,0,0,1,0,0,0,0,0,0,0,1,30.0,nong thon,0,True,,,True,,,,,,0,1040840.0,2,0,100000,1,0,0,1,0,1,1,8666033,Phòng Hai Giường Đơn Loại Sang (Deluxe Twin Room),Khách Sạn Salina Ninh Bình (Salina Hotel Ninh Binh),Ninh Bình
6749,0,0,1,0,0,0,0,0,0,0,1,30.0,nong thon,0,True,,,True,,,,,,0,1407407.0,2,1,100000,1,0,0,1,0,0,1,8666033,Phòng Hai Giường Đơn Loại Sang (Deluxe Twin Room),Khách Sạn Salina Ninh Bình (Salina Hotel Ninh Binh),Ninh Bình
6750,0,1,0,0,0,0,0,0,0,0,1,38.0,thanh pho,0,True,,,True,,,,,,0,996176.0,3,0,100000,1,0,0,1,0,0,1,8666033,Phòng gia đình có ban công (Family Room with Balcony),Khách Sạn Salina Ninh Bình (Salina Hotel Ninh Binh),Ninh Bình
6750,0,1,0,0,0,0,0,0,0,0,1,38.0,thanh pho,0,True,,,True,,,,,,0,1308607.0,3,0,100000,1,0,0,1,0,1,1,8666033,Phòng gia đình có ban công (Family Room with Balcony),Khách Sạn Salina Ninh Bình (Salina Hotel Ninh Binh),Ninh Bình
6750,0,1,0,0,0,0,0,0,0,0,1,38.0,thanh pho,0,True,,,True,,,,,,0,1583333.0,2,1,100000,1,0,0,1,0,0,1,8666033,Phòng gia đình có ban công (Family Room with Balcony),Khách Sạn Salina Ninh Bình (Salina Hotel Ninh Binh),Ninh Bình
6751,0,1,0,0,0,0,0,0,0,0,1,,,0,,,True,,,True,,,,0,370081.0,2,0,100000,1,0,0,1,1,0,0,6381563,Phòng Đôi Loại Sang (Deluxe Double Room),Sunny Trang An homestay,Ninh Bình
6751,0,1,0,0,0,0,0,0,0,0,1,,,0,,,True,,,True,,,,0,465557.0,2,0,100000,1,0,0,1,1,0,1,6381563,Phòng Đôi Loại Sang (Deluxe Double Room),Sunny Trang An homestay,Ninh Bình
6752,0,1,0,0,0,0,0,0,0,0,1,33.0,nui,0,True,,,,,,,,,0,521759.0,2,1,100000,1,0,0,1,0,1,0,6381563,Phòng Có Giường Cỡ King Nhìn Ra Vườn (King Room with Garden View),Sunny Trang An homestay,Ninh Bình
6752,0,1,0,0,0,0,0,0,0,0,1,33.0,nui,0,True,,,,,,,,,0,453931.0,1,1,100000,1,0,0,1,0,1,0,6381563,Phòng Có Giường Cỡ King Nhìn Ra Vườn (King Room with Garden View),Sunny Trang An homestay,Ninh Bình
6753,0,1,0,0,1,0,0,0,0,0,1,33.0,nui,0,True,,,,,,,,,0,539907.0,2,1,100000,1,0,0,1,0,1,0,6381563,Phòng 2 Giường Đơn Nhìn Ra Khu Vườn (Twin Room with Garden View),Sunny Trang An homestay,Ninh Bình
6753,0,1,0,0,1,0,0,0,0,0,1,33.0,nui,0,True,,,,,,,,,0,469719.0,1,1,100000,1,0,0,1,0,1,0,6381563,Phòng 2 Giường Đơn Nhìn Ra Khu Vườn (Twin Room with Garden View),Sunny Trang An homestay,Ninh Bình
6754,0,1,1,0,0,0,0,0,0,0,1,33.0,nui,0,True,,,,,,,,,0,559190.0,2,1,100000,1,0,0,1,0,1,0,6381563,Phòng Gia đình Nhìn ra Vườn (Family Room with Garden View),Sunny Trang An homestay,Ninh Bình
6754,0,1,1,0,0,0,0,0,0,0,1,33.0,nui,0,True,,,,,,,,,0,657870.0,3,1,100000,1,0,0,1,0,1,0,6381563,Phòng Gia đình Nhìn ra Vườn (Family Room with Garden View),Sunny Trang An homestay,Ninh Bình
6754,0,1,1,0,0,0,0,0,0,0,1,33.0,nui,0,True,,,,,,,,,0,592083.0,1,1,100000,1,0,0,1,0,1,0,6381563,Phòng Gia đình Nhìn ra Vườn (Family Room with Garden View),Sunny Trang An homestay,Ninh Bình
6755,0,1,0,0,0,0,0,0,0,0,1,30.0,nui,0,True,,,True,True,,,,,0,1146296.0,2,0,100000,1,0,0,1,0,0,1,36701415,Phòng Deluxe Có Giường Cỡ King (Deluxe King Room),Binh An Nhien hotel,Ninh Bình
6756,0,0,1,0,0,0,0,0,0,0,1,30.0,nui,0,True,,,True,True,,,,,0,1273148.0,2,0,100000,1,0,0,1,0,0,1,36701415,Phòng Superior 2 giường đơn (Superior Twin Room),Binh An Nhien hotel,Ninh Bình
6757,0,0,1,0,0,0,0,0,0,0,1,35.0,nui,0,,,,True,True,,,,,0,1587963.0,3,0,100000,1,0,0,1,0,0,1,36701415,Phòng Superior 3 Người (Superior Triple Room),Binh An Nhien hotel,Ninh Bình
6758,0,1,0,0,0,0,0,0,0,0,1,55.0,nui,0,True,,,True,True,,,,,0,1890741.0,2,0,100000,1,0,0,1,0,0,1,36701415,Phòng Có Giường Cỡ King (King Room),Binh An Nhien hotel,Ninh Bình
6759,0,1,0,0,0,0,0,0,0,0,1,40.0,nui,0,True,,,True,True,,,,,0,2041667.0,4,0,100000,1,0,0,1,0,0,1,36701415,Phòng 4 Người Có Bồn Tắm (Quadruple Room with Bath),Binh An Nhien hotel,Ninh Bình
6760,0,1,0,0,0,0,0,0,0,0,1,60.0,nui,0,True,,,True,True,,,,,0,2496296.0,4,0,100000,1,0,0,1,0,0,1,36701415,Phòng Luxury 4 Người (Luxury Quadruple Room),Binh An Nhien hotel,Ninh Bình
6761,0,1,0,0,0,0,0,0,0,0,1,,,0,,,True,,,,,,,0,450450.0,2,0,100000,1,0,0,1,0,1,0,80089992,Phòng Có Giường Cỡ King (King Room),Cổ Việt Hotel (Co Viet Hotel),Ninh Bình
6762,0,0,0,0,1,0,0,0,0,0,1,,ngoai troi,1,True,True,True,,,True,,,,0,468468.0,2,2,100000,1,0,0,1,0,1,0,80089992,Phòng 4 Người Có Ban Công (Quadruple Room with Balcony),Cổ Việt Hotel (Co Viet Hotel),Ninh Bình
6762,0,0,0,0,1,0,0,0,0,0,1,,ngoai troi,1,True,True,True,,,True,,,,0,527027.0,3,1,100000,1,0,0,1,0,1,0,80089992,Phòng 4 Người Có Ban Công (Quadruple Room with Balcony),Cổ Việt Hotel (Co Viet Hotel),Ninh Bình
6762,0,0,0,0,1,0,0,0,0,0,1,,ngoai troi,1,True,True,True,,,True,,,,0,409910.0,1,3,100000,1,0,0,1,0,1,0,80089992,Phòng 4 Người Có Ban Công (Quadruple Room with Balcony),Cổ Việt Hotel (Co Viet Hotel),Ninh Bình
6763,0,0,0,0,1,0,0,0,0,0,1,,ngoai troi,1,True,True,True,,,True,,,,0,720721.0,6,0,100000,1,0,0,1,0,1,0,80089992,Phòng Gia Đình Có Ban Công (Family Room with Balcony),Cổ Việt Hotel (Co Viet Hotel),Ninh Bình
6764,1,0,0,0,0,0,0,0,0,0,1,26.0,ngoai troi,1,True,True,True,,,,,,,0,341912.0,2,0,100000,1,0,0,0,0,1,0,31627810,Phòng Gia Đình Có Vòi Sen (Family Room with Shower),Nhà nghỉ Bolero (Nha nghi Bolero),Ninh Bình
6764,1,0,0,0,0,0,0,0,0,0,1,26.0,ngoai troi,1,True,True,True,,,,,,,0,455882.0,3,0,100000,1,0,0,0,0,1,0,31627810,Phòng Gia Đình Có Vòi Sen (Family Room with Shower),Nhà nghỉ Bolero (Nha nghi Bolero),Ninh Bình
6764,1,0,0,0,0,0,0,0,0,0,1,26.0,ngoai troi,1,True,True,True,,,,,,,0,284926.0,1,0,100000,1,0,0,0,0,1,0,31627810,Phòng Gia Đình Có Vòi Sen (Family Room with Shower),Nhà nghỉ Bolero (Nha nghi Bolero),Ninh Bình
6765,1,0,0,0,0,0,0,0,0,0,1,20.0,nui,1,True,True,True,,,,,,,0,372243.0,2,0,100000,1,0,0,0,0,1,0,31627810,Phòng Giường Đôi Có Phòng Tắm Riêng (Double Room with Private Bathroom),Nhà nghỉ Bolero (Nha nghi Bolero),Ninh Bình
6765,1,0,0,0,0,0,0,0,0,0,1,20.0,nui,1,True,True,True,,,,,,,0,335018.0,1,0,100000,1,0,0,0,0,1,0,31627810,Phòng Giường Đôi Có Phòng Tắm Riêng (Double Room with Private Bathroom),Nhà nghỉ Bolero (Nha nghi Bolero),Ninh Bình
6766,0,1,0,0,0,0,0,0,0,0,1,,,1,,,True,,,,,,,0,386029.0,2,0,100000,1,0,0,0,0,1,0,31627810,Phòng Giường Đôi Có Phòng Tắm Riêng (Double Room with Private Bathroom),Nhà nghỉ Bolero (Nha nghi Bolero),Ninh Bình
6825,0,1,1,0,0,0,0,0,0,0,2,24.0,nui,1,True,,,,True,,,True,,0,757576.0,2,0,100000,1,0,0,1,0,1,1,36146716,Phòng Deluxe Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi (Deluxe Double or Twin Room with Pool View),My Tam Cốc Bungalow (My Tam Coc Bungalow),Ninh Bình
6825,0,1,1,0,0,0,0,0,0,0,2,24.0,nui,1,True,,,,True,,,True,,0,757576.0,2,0,40000,1,0,0,1,1,0,0,36146716,Phòng Deluxe Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi (Deluxe Double or Twin Room with Pool View),My Tam Cốc Bungalow (My Tam Coc Bungalow),Ninh Bình
6825,0,1,1,0,0,0,0,0,0,0,2,24.0,nui,1,True,,,,True,,,True,,0,606061.0,1,1,100000,1,0,0,1,0,1,1,36146716,Phòng Deluxe Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi (Deluxe Double or Twin Room with Pool View),My Tam Cốc Bungalow (My Tam Coc Bungalow),Ninh Bình
6825,0,1,1,0,0,0,0,0,0,0,2,24.0,nui,1,True,,,,True,,,True,,0,606061.0,1,1,40000,1,0,0,1,1,0,0,36146716,Phòng Deluxe Giường Đôi/2 Giường Đơn Nhìn Ra Hồ Bơi (Deluxe Double or Twin Room with Pool View),My Tam Cốc Bungalow (My Tam Coc Bungalow),Ninh Bình
6826,1,0,1,0,0,0,0,0,0,0,1,30.0,nui,1,True,,,,True,,,True,,0,1022727.0,2,1,100000,1,0,0,1,0,1,1,36146716,Phòng Ba Người Tiêu Chuẩn (Standard Triple Room),My Tam Cốc Bungalow (My Tam Coc Bungalow),Ninh Bình
6826,1,0,1,0,0,0,0,0,0,0,1,30.0,nui,1,True,,,,True,,,True,,0,1136364.0,3,1,100000,1,0,0,1,0,1,1,36146716,Phòng Ba Người Tiêu Chuẩn (Standard Triple Room),My Tam Cốc Bungalow (My Tam Coc Bungalow),Ninh Bình
6827,0,1,0,0,0,0,0,0,0,0,1,20.0,thien nhien,0,True,,,True,True,,,True,,0,1287879.0,2,1,100000,1,0,0,1,0,1,1,36146716,Phòng Tiêu Chuẩn Có Ban Công (Standard Balcony),My Tam Cốc Bungalow (My Tam Coc Bungalow),Ninh Bình
6827,0,1,0,0,0,0,0,0,0,0,1,20.0,thien nhien,0,True,,,True,True,,,True,,0,1363636.0,3,1,100000,1,0,0,1,0,1,1,36146716,Phòng Tiêu Chuẩn Có Ban Công (Standard Balcony),My Tam Cốc Bungalow (My Tam Coc Bungalow),Ninh Bình
6828,0,0,0,0,0,0,0,0,0,0,1,20.0,vuon,0,,,,,,,,,,0,883749.0,2,0,100000,0,0,0,0,1,0,1,71486982,Phòng Đôi Cao Cấp (Superior Double Room),Salina Hotel,Ninh Bình
6829,0,0,0,0,0,0,0,0,0,0,1,30.0,thanh pho,0,,,,,,,,,,0,1165921.0,2,0,100000,0,0,0,0,1,0,1,71486982,"Phòng 2 giường đơn Deluxe, Quang cảnh thành phố (Deluxe Twin Room, City View)",Salina Hotel,Ninh Bình
6830,0,0,0,0,0,0,0,0,0,0,1,,thanh pho,0,,,,,,,,,,0,1440793.0,2,0,100000,0,0,0,0,1,0,1,71486982,Phòng Gia Đình (Family Room),Salina Hotel,Ninh Bình
6831,0,1,0,0,0,0,0,0,0,0,1,27.0,nui,1,True,,,,True,,,,,0,1208333.0,2,0,100000,1,0,0,1,0,1,1,6952885,Phòng Deluxe Giường Đôi Có Ban Công (Deluxe Double Room with Balcony),Khách Sạn Melbourne Ninh Bình (Melbourne Hotel Ninh Binh),Ninh Bình
6831,0,1,0,0,0,0,0,0,0,0,1,27.0,nui,1,True,,,,True,,,,,0,1208333.0,2,0,100000,1,0,0,1,1,0,1,6952885,Phòng Deluxe Giường Đôi Có Ban Công (Deluxe Double Room with Balcony),Khách Sạn Melbourne Ninh Bình (Melbourne Hotel Ninh Binh),Ninh Bình
6832,0,1,0,0,0,0,0,0,0,0,1,25.0,,1,,,True,,,True,,,,0,473346.0,4,0,100000,1,0,0,0,0,1,0,37653612,Phòng Tiêu Chuẩn 4 Người (Standard Quadruple Room),Hien Thuc Hotel,Ninh Bình
6833,1,0,0,0,0,0,0,0,0,0,2,18.0,,1,True,,True,,,True,,,,0,556066.0,2,0,100000,1,0,0,0,0,1,0,37653612,Phòng Ba Người Tiêu Chuẩn (Standard Triple Room),Hien Thuc Hotel,Ninh Bình
6833,1,0,0,0,0,0,0,0,0,0,2,18.0,,1,True,,True,,,True,,,,0,252298.0,1,0,100000,1,0,0,0,0,1,0,37653612,Phòng Ba Người Tiêu Chuẩn (Standard Triple Room),Hien Thuc Hotel,Ninh Bình
6834,1,0,0,0,0,0,0,0,0,0,1,30.0,,1,,,True,,,True,,,,0,735294.0,6,0,100000,1,0,0,0,0,1,0,37653612,Phòng Gia Đình (Family Room),Hien Thuc Hotel,Ninh Bình
6835,1,1,0,0,0,0,0,0,0,0,1,40.0,nui,1,True,,,,,True,,,,1,643939.0,2,0,100000,1,0,0,0,0,1,0,74718957,Căn Hộ 1 Phòng Ngủ (One-Bedroom Apartment),Vi Homestay Lake View,Ninh Bình
6836,0,0,0,0,0,0,0,0,0,0,1,25.0,thanh pho,0,,True,,,,,,,,0,862643.0,2,0,100000,1,0,0,1,0,0,0,75618905,Phòng Superior - 1 giường King - Không hút thuốc (Superior King Room - Non-Smoking),Khách sạn Hoa Lư City (Hoa Lư City Hotel ),Ninh Bình
6837,0,0,0,0,0,0,0,0,0,0,1,25.0,,0,,True,True,,,,,,,0,1059595.0,2,0,100000,1,0,0,1,0,0,0,75618905,Phòng 2 Giường Đơn (Deluxe Cityscape Twin Room),Khách sạn Hoa Lư City (Hoa Lư City Hotel ),Ninh Bình
6838,0,0,0,0,0,0,0,0,0,0,1,25.0,thanh pho,0,True,,,True,,,,,,0,1274729.0,2,1,100000,1,0,0,1,0,0,0,75618905,Deluxe Double - city view (Deluxe Double - City View),Khách sạn Hoa Lư City (Hoa Lư City Hotel ),Ninh Bình
6839,0,0,0,0,0,0,0,0,0,0,1,,nui,0,,,,,,,,,,0,2296917.0,2,0,100000,0,0,0,0,1,0,1,78347307,"Deluxe Quadruple Room, Balcony, Mountain View (deluxe quadruple room, balcony, mountain view)",Tam Coc Golden Fields Homestay,Ninh Bình
