room_type_id,large_double_bed,large_bed,single_bed,sofa_bed,double_bed,small_double_bed,king_size_bed,futon_mattress,bunk_bed,flexibility_score,sqm,bathroom_count,is_private_bathroom,views,balcony-terrace,closet,air_conditioning,hair_dryer,complimentary-bottled-water,bathtub,shower,refrigerator,high-floor,dressing-room,ground-floor,private-pool,top-floor,complimentary-instant-coffee,electric-blanket,free-welcome-drink,low-floor,complimentary-tea,coffee-tea-maker,hot-spring-access,bedroom_count
685,0,1,0,0,0,0,0,0,0,1,50.0,1,1,garden,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
686,1,0,0,0,0,0,0,0,0,1,50.0,2,1,sea,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
687,0,1,0,0,0,0,0,0,0,1,50.0,1,1,sea,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
688,0,1,0,0,0,0,0,0,0,1,50.0,1,1,sea,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
689,1,0,0,0,0,0,0,0,0,1,50.0,0,1,sea,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,0,1,0,0,0,0,0,0,0,1,70.0,2,1,sea,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
691,1,0,0,0,0,0,1,0,0,1,110.0,0,1,sea,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
692,0,0,1,0,0,0,0,0,0,1,25.0,1,1,no view,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
693,0,1,0,0,0,0,0,0,0,1,25.0,1,1,no view,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
694,0,0,1,0,0,0,0,0,0,1,25.0,1,1,no view,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
695,0,1,0,0,0,0,0,0,0,1,25.0,1,1,city,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
696,0,1,0,0,0,0,0,0,0,1,25.0,1,1,sea,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
697,1,0,0,0,0,0,0,0,0,1,30.0,1,1,no view,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
698,1,0,1,0,0,0,0,0,0,1,27.0,1,1,sea,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
699,1,0,0,0,0,0,0,0,0,1,30.0,1,1,city,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
700,1,0,0,0,0,0,0,0,0,1,30.0,1,1,sea,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
701,1,0,0,0,0,0,0,0,0,1,20.0,1,1,no view,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
702,0,0,1,0,0,0,0,0,0,1,28.0,1,1,sea,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
703,0,0,0,0,1,0,0,0,0,1,33.0,1,1,city,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
704,0,0,0,0,1,0,0,0,0,1,38.0,1,1,city,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
705,1,0,0,0,1,0,0,0,0,1,55.0,1,1,city,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
706,1,0,0,0,0,0,0,0,0,1,49.0,0,1,sea,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
707,0,1,0,0,0,0,0,0,0,1,47.0,1,1,sea,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
708,0,1,0,0,0,0,0,0,0,1,55.0,1,1,sea,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
709,0,1,0,0,0,0,0,0,0,1,65.0,0,1,sea,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
710,0,0,1,0,0,0,0,0,0,1,38.0,0,1,sea,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
711,0,1,1,0,0,0,0,0,0,2,38.0,0,1,sea,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
712,1,0,0,0,0,0,0,0,0,1,18.0,1,1,no view,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
713,1,0,0,0,0,0,0,0,0,1,18.0,1,1,sea,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
714,0,0,0,0,1,0,0,0,0,1,24.0,1,1,sea,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
715,1,0,0,0,0,0,0,0,0,1,15.0,1,1,no view,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,0,1,0,0,0,0,0,0,0,1,22.0,1,1,city,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
717,0,1,0,0,0,0,0,0,0,1,22.0,1,1,city,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,1,0,0,0,0,0,0,0,0,1,40.0,1,1,no view,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,1,0,0,1,0,0,0,0,0,1,48.0,0,1,sea,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,0,1,0,1,0,0,0,0,0,1,50.0,0,1,sea,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721,1,1,0,0,0,0,0,0,0,1,110.0,2,1,sea,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
722,0,1,1,0,0,0,0,0,0,1,70.0,2,1,sea,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
723,0,0,0,0,1,0,0,0,0,1,42.0,0,1,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,0,0,0,0,1,0,0,0,0,1,47.0,0,1,sea,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
725,1,0,0,0,0,0,0,0,0,1,20.0,1,1,no view,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
726,0,0,0,0,1,0,0,0,0,1,20.0,1,1,no view,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
727,0,0,1,0,0,0,0,0,0,1,30.0,0,1,sea,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
728,0,0,0,0,1,0,0,0,0,1,15.0,1,1,nature,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
729,1,0,0,0,0,0,0,0,0,1,18.0,1,1,no view,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
730,1,0,1,0,0,0,0,0,0,1,18.0,1,1,nature,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
731,0,0,1,0,0,0,0,0,0,1,25.0,1,1,nature,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
732,0,0,1,0,0,0,0,0,0,1,25.0,1,1,no view,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
733,0,0,0,0,1,0,0,0,0,1,25.0,1,1,nature,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
734,0,0,0,0,1,0,0,0,0,1,25.0,1,1,sea,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
735,0,1,0,1,1,0,0,0,0,2,48.0,0,1,sea,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
736,0,1,0,1,0,0,0,0,0,1,50.0,0,1,sea,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
737,1,0,0,0,0,1,0,0,0,1,110.0,2,1,sea,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
738,0,0,1,0,0,0,0,0,0,1,18.0,0,1,city,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
739,0,0,0,0,0,0,1,0,0,1,23.0,0,1,sea,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
740,0,0,1,0,0,0,0,0,0,1,18.0,0,1,city,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
741,0,0,0,0,1,0,0,0,0,1,24.0,0,1,sea,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
742,1,0,0,0,0,0,0,0,0,1,32.0,0,1,sea,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
743,1,0,0,0,0,0,0,0,0,1,25.0,1,1,nature,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
744,1,0,0,0,0,0,0,0,0,1,40.0,1,1,nature,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
745,1,0,0,0,0,0,0,0,0,1,40.0,0,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,0,0,0,0,1,0,0,0,0,1,40.0,1,1,nature,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
747,1,0,0,0,0,0,0,0,0,1,20.0,1,0,no view,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,1,0,0,0,1,0,0,0,0,2,35.0,1,0,no view,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,1,0,0,0,0,0,0,0,0,1,30.0,1,1,nature,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,1,0,0,0,0,0,0,0,0,1,18.0,1,1,city,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,0,1,0,0,0,0,0,0,0,1,28.0,1,1,city,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,1,0,0,0,0,0,0,0,0,1,30.0,1,1,city,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,0,1,0,0,0,0,0,0,0,1,49.0,1,1,sea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,0,1,1,0,0,0,0,0,0,2,58.0,1,1,sea,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
755,0,1,1,0,0,0,0,0,0,1,75.0,1,1,sea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,1,0,0,0,0,0,0,0,0,1,20.0,1,1,nature,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
757,0,0,0,0,1,0,0,0,0,1,22.0,1,1,nature,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
758,1,0,0,0,0,0,0,0,0,1,25.0,1,1,no view,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
759,0,0,1,0,0,0,0,0,0,1,25.0,0,1,city,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
760,1,0,0,0,0,0,0,0,0,1,25.0,0,1,city,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
761,0,1,0,0,0,0,0,0,0,1,30.0,0,1,sea,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
762,1,0,1,0,0,0,0,0,0,1,24.0,0,1,city,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
763,1,0,1,0,0,0,0,0,0,1,24.0,0,1,sea,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
764,1,0,0,0,0,0,0,0,0,1,34.0,0,1,no view,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
765,0,0,1,0,1,0,0,0,0,1,34.0,0,1,sea,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
766,1,0,0,0,0,0,0,0,0,1,22.0,0,1,city,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
767,0,1,1,0,0,0,0,0,0,2,40.0,0,1,nature,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
768,1,0,0,0,0,0,0,0,0,1,20.0,1,1,sea,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,1,0,0,0,0,0,0,0,0,1,20.0,1,1,nature,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,0,0,1,0,0,0,0,0,0,1,25.0,1,1,city,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,1,0,1,0,0,0,0,0,0,1,25.0,1,1,sea,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,1,0,0,0,0,0,0,0,0,1,20.0,1,1,sea,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,0,0,0,0,1,0,0,0,0,1,25.0,1,1,nature,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,1,0,0,0,0,0,0,0,0,1,40.0,1,1,sea,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,1,0,0,0,0,0,0,0,0,1,16.0,1,1,no view,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
776,1,0,0,0,0,0,0,0,0,1,16.0,1,1,no view,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
777,1,0,0,0,0,0,0,0,0,1,16.0,1,1,nature,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
778,0,1,0,0,0,0,0,0,0,1,25.0,1,1,nature,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
779,0,0,0,0,1,0,0,0,0,1,26.0,1,1,nature,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
780,1,0,0,0,0,0,0,0,0,1,26.0,1,1,city,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
781,0,1,0,0,0,0,0,0,0,1,45.0,1,1,nature,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
782,0,1,0,1,0,0,0,0,0,1,48.0,0,1,sea,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
783,1,0,0,1,0,0,0,0,0,1,48.0,0,1,sea,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
784,1,0,0,1,0,0,0,0,0,1,48.0,1,0,nature,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
785,0,1,0,1,0,0,0,1,0,1,70.0,2,1,sea,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
786,1,1,0,1,0,0,0,1,0,1,108.0,2,1,sea,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
787,1,1,0,1,0,0,0,1,0,1,108.0,2,1,nature,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
788,0,1,0,0,0,0,0,0,0,1,20.0,1,1,no view,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
789,1,0,0,0,0,0,0,0,0,1,23.0,1,1,city,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
790,1,0,0,0,0,0,0,0,0,1,25.0,1,1,city,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
791,1,0,1,0,0,0,0,0,0,1,30.0,1,0,city,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
792,0,0,0,0,1,0,0,0,0,1,30.0,1,1,lake,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
793,0,0,0,0,1,1,0,0,0,1,30.0,1,1,sea,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
794,1,0,0,0,0,0,0,0,0,1,33.0,1,1,sea,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
795,0,1,0,0,0,0,0,0,0,1,40.0,1,1,sea,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
796,1,0,0,0,0,0,0,0,0,1,15.0,1,0,city,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
797,0,1,0,0,0,0,0,0,0,1,18.0,1,0,city,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
798,1,0,0,0,0,0,0,0,0,1,18.0,1,0,sea,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
799,0,1,0,0,0,0,0,0,0,1,18.0,1,0,sea,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
800,1,0,0,0,0,0,0,0,0,1,21.0,1,0,garden,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
801,1,0,0,0,0,0,0,0,0,1,21.0,1,0,city,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
802,1,0,0,0,0,0,0,0,0,1,20.0,1,1,nature,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,1,0,1,0,0,0,0,0,0,2,20.0,1,1,no view,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
804,1,0,0,0,0,0,0,0,0,1,25.0,1,1,no view,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,1,0,0,0,0,0,0,0,0,1,20.0,1,1,sea,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
806,1,0,0,0,0,0,0,0,0,1,25.0,1,1,city,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
807,1,0,0,0,0,0,0,0,0,1,25.0,0,1,sea,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
808,1,0,0,0,0,0,0,0,0,1,48.0,1,1,sea,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
809,1,0,1,1,0,0,0,0,0,1,110.0,2,1,nature,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
810,0,1,0,0,0,0,0,0,0,1,25.0,0,1,city,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
811,1,0,0,0,0,0,0,0,0,1,30.0,0,1,sea,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
812,0,0,0,0,0,0,0,0,1,1,50.0,2,1,city,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
813,1,0,0,0,0,0,0,0,0,1,25.0,1,1,city,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
814,1,0,0,0,0,0,0,0,0,1,32.0,1,1,city,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
815,0,1,0,0,0,0,0,0,0,1,42.0,1,1,city,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
816,0,0,0,0,1,0,0,0,0,1,36.0,1,1,city,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
817,0,0,0,0,1,0,0,0,0,1,36.0,1,1,city,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
818,0,0,0,0,1,0,0,0,0,1,36.0,1,1,city,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
819,1,0,0,0,0,0,0,0,0,1,52.0,0,1,pool,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
820,1,0,0,1,0,0,0,0,0,1,52.0,0,1,city,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
821,1,0,0,0,0,0,0,0,0,1,15.0,1,1,nature,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,1,0,0,0,0,0,0,0,0,1,15.0,1,1,nature,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,1,0,0,0,0,0,0,0,0,1,24.0,1,1,nature,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,0,0,1,0,0,0,0,0,0,1,40.0,1,1,nature,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,0,1,1,1,0,0,0,0,0,1,100.0,5,1,nature,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
826,0,0,1,0,0,0,0,0,0,1,10.0,1,1,garden,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,1,0,0,0,0,0,0,0,0,1,12.0,1,1,garden,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
828,1,0,0,0,0,0,0,0,0,1,12.0,0,1,garden,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
829,1,0,0,0,0,0,0,0,0,1,12.0,1,1,garden,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
830,0,0,1,0,0,0,0,0,0,1,,1,1,garden,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,1,0,0,1,0,0,0,0,0,1,16.0,0,1,garden,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
832,1,0,0,1,0,0,0,0,0,2,19.0,1,1,nature,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
833,1,0,0,1,0,0,0,0,0,2,19.0,0,1,nature,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
834,1,0,0,0,0,0,0,0,0,1,15.0,1,1,sea,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
835,1,0,0,1,0,0,0,0,0,1,18.0,1,1,garden,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
836,1,0,0,1,0,0,0,0,0,1,16.0,1,1,sea,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,1,0,0,1,0,0,0,0,0,2,22.0,1,1,sea,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,1,0,0,1,0,0,0,0,0,1,25.0,1,1,sea,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,1,0,0,0,0,0,0,0,1,1,25.0,1,1,sea,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,1,0,0,0,0,0,0,1,1,1,30.0,1,1,sea,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,0,0,1,0,0,0,0,0,0,1,,1,1,garden,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,0,1,1,0,0,0,0,0,0,1,218.0,2,1,garden,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
843,0,0,0,1,1,0,0,0,0,2,49.0,0,1,no view,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
844,1,0,0,1,0,0,0,0,0,1,49.0,0,1,no view,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
845,0,0,0,0,1,0,0,0,0,1,49.0,0,1,sea,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
846,1,0,0,0,0,0,0,0,0,1,49.0,0,1,no view,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
847,1,0,0,0,0,0,0,0,0,1,47.0,0,1,sea,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
848,0,0,0,1,1,0,0,0,0,2,49.0,0,1,sea,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
849,0,0,0,1,1,0,0,0,0,2,49.0,0,1,no view,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
850,0,0,0,1,1,0,0,0,0,1,110.0,2,1,sea,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
851,1,0,0,1,1,0,0,0,0,1,110.0,2,1,sea,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
852,1,0,0,0,0,0,0,0,0,1,25.0,1,1,nature,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,1,0,0,0,0,0,0,0,0,1,20.0,1,1,nature,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,1,0,0,0,0,0,0,0,0,1,15.0,1,1,city,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,0,0,1,0,0,0,0,0,0,1,20.0,1,1,no view,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,0,0,1,0,0,0,0,0,0,1,20.0,1,1,no view,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,0,0,0,0,1,0,0,0,0,1,,1,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,0,0,0,0,1,0,0,0,0,1,25.0,1,1,sea,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
859,0,0,0,0,1,0,0,0,0,1,20.0,1,1,city,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
860,0,0,1,0,1,0,0,0,0,1,50.0,1,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
861,0,0,1,0,0,0,0,0,0,1,65.0,2,1,no view,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
862,0,1,0,1,0,0,0,0,0,1,46.0,1,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
863,0,0,1,0,0,0,0,0,0,1,,1,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
864,0,0,1,0,0,0,0,0,0,1,20.0,1,1,no view,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
865,1,0,0,0,0,0,0,0,0,1,47.0,1,1,no view,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,0,0,0,1,0,0,0,0,0,1,47.0,1,1,no view,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,1,0,0,0,0,0,0,0,0,1,48.0,1,1,no view,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
868,1,0,1,0,0,0,0,0,0,1,60.0,1,1,no view,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
