,room_type_id,large_double_bed,large_bed,single_bed,sofa_bed,double_bed,small_double_bed,king_size_bed,futon_mattress,bunk_bed,flexibility_score,sqm,bathroom_count,is_private_bathroom,views,balcony-terrace,non-smoking-room,closet,air_conditioning,mini_bar,hair_dryer,complimentary-bottled-water,bathtub,shower,separate-shower-and-tub,refrigerator,high-floor,dressing-room,ground-floor,private-pool,executive-lounge-access,top-floor,complimentary-instant-coffee,jacuzzi-bathtub,smoking-allowed,electric-blanket,free-welcome-drink,low-floor,complimentary-tea,coffee-tea-maker,hot-spring-access,bedroom_count,confirmation-instant
10652,6453,1,0,1,0,1,0,0,0,0,2,30.0,1,1,ngoai troi,,,,True,,True,,,True,,True,,True,,,,,,,,,,,,,,0,am nuoc dien
10653,6454,1,0,0,0,0,0,0,0,0,1,35.0,1,1,vuon,,,,True,,True,True,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10654,6455,1,0,0,0,0,0,0,0,0,1,35.0,1,1,be boi,,,,True,,True,True,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10655,6456,0,0,1,0,0,0,0,0,0,1,36.0,1,1,be boi,,,,,,True,True,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10656,6457,0,1,0,0,0,0,0,0,0,1,24.0,1,1,nong thon,,,,True,,True,,,,,True,,,,,,,,,,,,,True,,,0,am nuoc dien
10657,6458,1,0,0,0,0,0,0,0,0,1,32.0,1,1,be boi,,,,True,,True,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10658,6459,0,0,0,0,1,0,0,0,0,1,42.0,0,1,thanh pho,,,,,,,,,True,,,,,,,,,,,,,,,,,,0,
10659,6460,1,0,0,0,0,0,0,0,0,1,42.0,1,1,thanh pho,,,,,,True,,True,True,,,,,,,,,True,,,,,,,,,0,trai cay/do an vat
10660,6461,1,0,0,0,0,0,0,0,0,1,40.0,1,1,ngoai troi,,,,True,,True,True,,,,True,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
10661,6462,0,1,0,0,0,0,0,0,0,1,40.0,0,1,thanh pho,,True,True,True,,True,True,,True,,,,,,,,,,,,,,,,,,0,am nuoc
10662,6463,0,0,0,0,0,0,1,0,0,1,20.0,1,1,song,,,,,,True,,,,,True,,,,,,,True,,,,True,,,,,0,am nuoc
10663,6464,0,0,0,0,0,0,1,0,0,1,20.0,1,1,be boi,,,,,,True,,,,,True,,,,,,,True,,,,True,,,,,0,am nuoc
10664,6465,1,0,0,0,0,0,0,0,0,1,28.0,1,1,be boi,,,,,,True,,,,,True,,,,,,,True,,,,,,,,,0,am nuoc dien
10665,6466,1,0,1,0,0,0,0,0,0,2,30.0,1,1,vuon,,,,,,True,,,,,True,,,,,,,True,,,,,,,,,0,am nuoc dien
10666,6467,0,0,0,0,0,0,0,0,0,1,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10667,6468,0,1,0,0,0,0,0,0,0,1,20.0,1,1,ho,,,,,,True,,,,,True,,,,,,,,,,,,,True,,,0,am nuoc
10668,6469,0,1,0,0,0,0,0,0,0,1,21.0,1,1,nui,,,,True,,True,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10669,6470,0,1,0,0,0,0,0,0,0,1,18.0,1,1,nui,True,,True,True,,True,,True,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10670,6471,0,0,1,0,0,0,0,0,0,1,18.0,1,1,nui,True,,True,True,,True,,True,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10671,6472,1,0,0,0,0,0,0,0,0,1,23.0,1,1,vuon,,,,True,,True,True,True,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10672,6473,0,0,0,0,1,0,0,0,0,1,15.0,4,1,ngoai troi,True,,,,,True,,,,,True,,,True,,,,,,,,,,,,,0,am nuoc dien
10673,6474,0,0,0,0,1,0,0,0,0,1,15.0,1,1,,,True,,True,,True,,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
10674,6475,0,0,0,0,0,0,0,0,0,1,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10675,6476,0,1,0,0,0,0,0,0,0,1,30.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10676,6477,1,0,0,0,0,0,0,0,0,1,25.0,1,1,thanh pho,,,,,,True,True,True,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10677,6478,1,0,0,0,0,0,0,0,0,1,30.0,1,1,thanh pho,,,,,,True,True,True,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10678,6479,0,1,0,0,0,0,0,0,0,1,72.0,0,1,thanh pho,,,,True,,True,True,True,True,,True,,,,,,,,,,,,,,True,,0,
10679,6480,0,1,0,0,0,0,0,0,0,1,72.0,1,1,vuon,,,,True,,True,True,True,,,,,,,,,,,,,,,,,,,0,am nuoc dien
10680,6481,0,0,1,0,0,0,0,0,0,1,25.0,1,1,,,,True,True,,True,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc
10681,6482,0,0,1,0,0,0,0,0,0,1,30.0,1,1,,,True,True,,,True,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc
10682,6483,1,0,0,0,0,0,0,0,0,1,12.0,1,1,,True,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,0,hanh lang ngoai
10683,6484,0,0,0,0,1,0,0,0,0,1,30.0,1,1,ngoai troi,True,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10684,6485,0,0,0,0,1,0,0,0,0,1,26.0,1,1,vuon,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,0,am nuoc dien
10685,6486,0,0,0,0,1,0,0,0,0,1,20.0,1,0,thanh pho,,,,,,True,,,,,True,True,,,,,,True,,,,,,,,,0,
10686,6487,1,0,0,0,0,0,0,0,0,1,30.0,1,0,thanh pho,True,,,,,True,,,,,True,True,,,,,,True,,,,,,,,,0,
10687,6488,1,0,0,0,0,0,0,0,0,1,24.0,1,1,nui,True,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10688,6489,0,0,0,0,0,0,1,0,0,1,25.0,1,0,thanh pho,True,,,,,True,,,,,True,,,,,,,,,,,,,True,,,0,am nuoc
10689,6490,0,1,0,0,0,0,0,0,0,1,25.0,1,0,ho (mot phan),,,,,,True,,,,,True,,,,,,,True,,,,,,,,,0,am nuoc
10690,6491,0,0,0,0,0,0,0,0,1,1,,1,0,,,,,True,,True,,,True,,,,,,,,,,,,,,,,,,0,
10691,6492,0,0,0,0,1,0,0,0,0,1,,0,1,thanh pho,,True,,True,,,,,,,,,,,,,,,,,,,,,,,0,
10692,6493,0,0,1,0,0,0,0,0,0,1,25.0,1,1,thanh pho,,,,,,True,,,,,True,,,,,,,,,,,,,True,,,0,am nuoc dien
10693,6494,0,1,0,0,0,0,0,0,0,1,24.0,1,1,ngoai troi,,,,,,True,,,,,True,,,,,,,,,,,,,True,,,0,am nuoc dien
10694,6495,1,0,0,0,0,0,0,0,0,1,25.0,1,0,thien nhien,True,,,,,True,,True,,,True,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
10695,6496,1,0,0,0,0,0,0,0,0,1,30.0,1,0,thien nhien,True,,True,,,True,,True,,,True,,,,,,,,,,,,,,,,0,am nuoc
10696,6497,0,1,0,0,0,0,0,0,0,1,25.0,1,0,nui,,,,,,True,True,True,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10697,6498,0,1,0,0,0,0,0,0,0,1,35.0,1,0,vuon,True,,,,,True,True,,True,,,,,True,,,,,,,,,,,,,0,am nuoc dien
10698,6499,0,0,0,0,0,0,0,0,0,1,25.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10699,6500,1,0,0,0,0,0,0,0,0,1,32.0,1,1,nui,True,,,,,True,,,True,,True,,,,,,,True,,,,,,,,,0,am nuoc
10700,6501,1,0,0,0,0,0,0,0,0,1,28.0,1,1,ho,,,,,,True,,,,,,,,,,,,True,,,,True,,,,True,0,trai cay/do an vat
10701,6502,0,0,0,0,1,0,0,0,0,1,32.0,1,1,be boi,,,,,,True,,,,,True,,,,,,,True,,,,,,,,,0,am nuoc dien
10702,6503,1,0,0,0,0,0,0,0,0,1,25.0,1,1,khong co cua so,,,,,,True,True,,True,,True,,,,,,,,,,,,,,,,0,am nuoc
10703,6504,0,0,0,0,1,0,0,0,0,1,30.0,1,1,nui,,,,,,True,True,,True,,True,,,,,,,,,,,,,,,,0,am nuoc
10704,6505,0,1,0,0,0,0,0,0,0,1,30.0,1,0,vuon,True,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10705,6506,0,0,0,0,1,0,0,0,0,1,25.0,1,1,vuon,True,,,,,True,True,,True,,,,,True,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
10706,6507,1,0,0,0,0,0,0,0,0,1,30.0,1,1,vuon,True,,,,,True,True,True,True,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
10707,6508,1,0,0,0,0,0,0,0,0,1,20.0,1,1,,,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,0,am nuoc
10708,6509,0,0,0,0,1,0,0,0,0,1,25.0,1,1,,,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
10709,6510,1,0,0,0,0,0,0,0,0,1,15.0,1,1,ngoai troi,,,,True,,True,,,True,,True,,,,,,,,,,,,,True,,,0,am nuoc dien
10710,6511,1,0,0,0,0,0,0,0,0,1,15.0,1,1,,,,True,True,,True,True,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10711,6512,1,0,0,0,0,0,0,0,0,1,15.0,1,1,ngoai troi,,,,True,,True,True,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10712,6513,1,0,0,0,0,0,0,0,0,1,16.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10713,6514,1,0,0,0,0,0,0,0,0,1,16.0,1,1,be boi,True,,,True,,True,,,True,,True,,,,,,,True,,,,,,,,,0,am nuoc dien
10714,6515,0,0,0,0,1,0,0,0,0,1,23.0,1,0,be boi,,,,,,True,,,,,,,,,,,,True,,,,,,,,,0,am nuoc dien
10715,6516,1,0,0,0,0,0,0,0,0,1,22.0,1,1,nui,,True,,True,,True,,,,,,,,,,,,,,,,,,,,,0,
10716,6517,1,0,0,0,0,0,0,0,0,1,25.0,1,1,nui,,,,True,,True,True,True,,,,,,,True,,,,,,,,,,,,0,am nuoc dien
10717,6518,1,0,0,0,0,0,0,0,0,1,25.0,1,1,ngoai troi,True,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10718,6519,1,0,0,0,0,0,0,0,0,1,20.0,1,1,,,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10719,6520,0,1,0,0,0,0,0,0,0,1,25.0,1,1,nui,,,,,,True,True,True,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10720,6521,0,1,0,0,0,0,0,0,0,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10721,6522,0,1,0,0,0,0,0,0,0,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10722,6523,1,0,0,0,0,0,0,0,0,1,29.0,1,1,nui,,,,,,True,True,True,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10723,6524,0,0,1,0,0,0,0,0,0,1,27.0,1,1,thanh pho,,,,,,True,True,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10724,6525,0,0,0,0,1,0,0,0,0,1,27.0,1,1,thanh pho,,,,True,,True,True,,True,,True,,,,,,,,,,,,,,True,,0,
10725,6526,0,1,0,0,0,0,0,0,0,1,25.0,1,0,nui,True,,,,,True,True,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10726,6527,0,1,0,0,0,0,0,0,0,1,35.0,1,0,nui,True,,,,,True,True,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10727,6528,0,0,0,0,0,0,0,0,0,1,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10728,6529,0,1,0,0,0,0,0,0,0,1,,0,1,,,True,,True,,True,True,,,,,,,,,,,,,,,,,,,,0,am nuoc dien
10729,6530,0,1,0,0,0,0,0,0,0,1,35.0,1,0,vuon,True,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10730,6531,0,1,0,0,0,0,0,0,0,1,25.0,1,0,vuon,True,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10731,6532,0,0,0,0,1,0,0,0,0,1,20.0,1,1,thanh pho,,,,,,True,True,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10732,6533,0,0,1,0,0,0,0,0,0,1,25.0,1,1,thanh pho,,,,,,True,True,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10733,6534,1,0,0,0,0,0,0,0,0,1,16.0,1,1,duong pho,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10734,6535,1,0,0,0,0,0,0,0,0,1,18.0,1,0,ngoai troi,True,,,True,,True,,,True,,True,,True,,,,,,,,,,,,,,0,am nuoc dien
10735,6536,0,0,0,0,1,0,0,0,0,1,30.0,1,1,thien nhien,,,,,,True,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10736,6537,0,0,0,0,1,0,0,0,0,1,30.0,1,1,thien nhien,True,,,True,,True,,,True,,True,,,,,,,,,,,,,,,,0,
10737,6538,0,1,0,0,0,0,0,0,0,1,35.0,1,0,san trong,True,,,,,True,True,,,,,,,,,,,,,,True,,,,,,0,am nuoc dien
10738,6539,0,0,0,0,1,0,0,0,0,1,27.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10739,6540,0,0,0,0,0,0,1,0,0,1,30.0,1,0,be boi,,,,True,,True,,True,,,,,,,,,,,,,,,,,,,0,am nuoc dien
10740,6541,0,1,0,0,0,0,0,0,0,1,26.0,1,0,nui,True,,,,,True,True,,True,,,,True,,,,,,,,,,,,,,0,am nuoc dien
10741,6542,0,1,0,0,0,0,0,0,0,1,26.0,1,0,nui,True,,,,,True,True,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10742,6543,1,0,0,0,0,0,0,0,0,1,22.0,1,1,,,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10743,6544,1,0,0,0,0,0,0,0,0,1,26.0,1,1,ngoai troi,,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10744,6545,1,0,0,0,0,0,0,0,0,1,25.0,1,1,thanh pho,,,,,,True,True,True,,,True,,,,,,,,,,,,,,,,0,am nuoc
10745,6546,0,1,0,0,0,0,0,0,0,1,30.0,1,1,vuon,,,,,,True,True,True,,,True,,,,,,,,,,,,,,,,0,am nuoc
10746,6547,0,0,0,0,1,0,0,0,0,1,60.0,0,1,,,True,,True,,,,,True,,,,,,,,,,,,,,,,,,0,
10747,6548,0,0,0,0,1,0,0,0,0,1,16.0,1,1,vuon,True,,True,,,True,,,True,,,,,True,,,,,,,,,,,,,0,
10748,6549,0,0,0,0,0,0,0,0,1,1,60.0,1,0,vuon,True,,,,,True,,,True,,True,,,True,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
10749,6550,0,0,0,0,0,0,0,0,1,1,50.0,1,0,duong pho,True,,,,,True,True,,,,,,,True,,,,,,,,,,,,,0,
10750,6551,1,0,0,0,0,0,0,0,0,1,15.0,1,1,vuon,True,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
10751,6552,1,0,0,0,0,0,0,0,0,1,25.0,1,1,nui,True,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
10752,6553,0,0,0,0,0,0,0,0,0,1,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10753,6554,0,1,1,0,0,0,0,0,0,2,30.0,1,1,ho,,,,,,True,,,,,True,,,,,,,,,,,,,True,,,0,am nuoc dien
10754,6555,1,0,0,0,0,0,0,0,0,1,25.0,1,1,vuon,True,,,,,True,,,True,,True,,,True,,,,,,,,,,,,,0,am nuoc dien
10755,6556,1,0,0,0,0,0,0,0,0,1,15.0,1,0,vuon,True,,True,True,,True,True,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10756,6557,0,0,0,0,1,0,0,0,0,1,,0,1,,,,True,True,,True,,,,,,,,,,,,True,,True,,,,,,,0,
10757,6558,0,0,0,0,0,0,0,0,0,1,30.0,0,1,vuon,,,,True,,True,,True,True,,,,,,,,,True,,,,True,,,,,0,trai cay/do an vat
10758,6559,0,0,0,0,0,0,0,0,0,1,35.0,1,1,nui,,,,True,,True,,True,True,,,,,,,,,True,,,,True,,,,,0,trai cay/do an vat
10759,6560,0,0,0,0,0,0,0,0,0,1,65.0,1,1,nui,,,,True,,True,,True,True,,,,,,,,,True,,,,True,,,,,0,trai cay/do an vat
10760,6561,0,1,0,0,0,0,0,0,0,1,25.0,1,1,vuon,,,,True,,True,,,,,,,,,,,,True,,,,,,,,,0,am nuoc dien
10761,6562,1,0,0,0,0,0,0,0,0,1,,0,1,be boi,True,True,,,,True,True,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10762,6563,0,1,1,0,0,0,0,0,0,1,20.0,1,1,vuon,True,,,True,,True,,,True,,,,,,,,,True,,,,,,,,,0,am nuoc dien
10763,6564,0,1,0,0,0,0,0,0,0,1,40.0,1,1,nui,True,,,,,True,,True,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10764,6565,0,1,0,0,0,0,0,0,0,1,20.0,0,1,vuon,,True,,True,,True,,,True,,True,,,,,,,,,,,,,,,,0,
10765,6566,0,1,0,0,0,0,0,0,0,1,30.0,1,1,nui,True,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10766,6567,0,0,0,0,0,0,0,0,0,1,,0,1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
10767,6568,1,0,1,0,0,0,0,0,0,2,22.0,1,1,vuon,True,,,,,True,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10768,6569,1,0,0,0,0,0,0,0,0,1,30.0,1,0,nui,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,0,am nuoc dien
10769,6570,0,0,1,0,1,0,0,0,0,2,18.0,1,1,ngoai troi,,,,,,True,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc
10770,6571,0,0,0,0,0,0,1,0,0,1,30.0,1,1,ngoai troi,,,,,,True,True,True,,,True,,,,,,,,,,,,,,,,0,am nuoc
10771,6572,0,1,0,0,0,0,0,0,0,1,32.0,1,0,vuon,True,,,True,,True,True,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10772,6573,0,1,0,0,0,0,0,0,0,1,32.0,1,0,vuon,True,,,True,,True,True,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10773,6574,0,1,0,0,0,0,0,0,0,1,22.0,1,1,vuon,True,,,,,True,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10774,6575,0,0,0,0,1,0,0,0,0,1,27.0,1,1,vuon,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,0,am nuoc dien
10775,6576,0,0,1,0,1,0,0,0,0,2,30.0,1,1,vuon,,,,True,,True,,True,True,,,,,,,,,,,,,,,True,,,0,am nuoc dien
10776,6577,0,0,1,0,0,0,0,0,0,1,40.0,0,1,vuon,,True,,True,,True,,,,,,,,,,,,,,,,,,True,,,0,
10777,6578,0,1,0,0,0,0,0,0,0,1,25.0,1,1,nui,,,,True,,True,,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10778,6579,0,1,1,0,0,0,0,0,0,1,,1,1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
10779,6580,1,0,0,0,0,0,0,0,0,1,35.0,1,1,,,,,True,,True,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10780,6581,1,0,0,0,0,0,0,0,0,1,50.0,1,1,nui,,,,True,,True,,True,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10781,6582,1,0,0,0,0,0,0,0,0,1,25.0,1,1,vuon,True,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10782,6583,1,0,0,0,0,0,0,0,0,1,18.0,1,1,vuon,True,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10783,6584,0,1,0,0,0,0,0,0,0,1,35.0,1,1,nui,True,,,,,True,True,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10784,6585,0,1,0,0,0,0,0,0,0,1,30.0,1,1,nui,True,,,,,True,True,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10785,6586,1,0,0,0,0,0,0,0,0,1,35.0,1,1,song,True,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10786,6587,0,0,0,0,1,0,0,0,0,1,18.0,1,1,vuon,True,,,True,,True,,,True,,True,,,,,,,True,,,,,,,,,0,am nuoc dien
10787,6588,1,0,0,0,0,0,0,0,0,1,20.0,1,1,vuon,True,,,True,,True,True,,True,,True,,,True,,,,,,,,,,,,,0,am nuoc dien
10788,6589,0,1,0,0,0,0,0,0,0,1,26.0,1,0,nui,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,0,am nuoc dien
10789,6590,0,1,1,0,0,0,0,0,0,1,34.0,1,0,nui,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,0,am nuoc dien
10790,6591,1,0,1,0,0,0,0,0,0,1,35.0,1,1,nui,,,,,,True,True,True,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10791,6592,0,1,0,0,0,0,0,0,0,1,25.0,1,1,nui,True,,,,,True,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10792,6593,1,0,0,0,0,0,0,0,0,1,35.0,1,1,nui,True,,,,,True,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10793,6594,0,0,1,0,0,0,0,0,0,1,18.0,1,1,vuon,,,,True,,True,,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10794,6595,0,1,0,0,0,0,0,1,0,1,22.0,1,1,nui,True,,,,,True,True,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10795,6596,0,1,0,0,0,0,0,0,0,1,22.0,0,1,vuon,True,,,True,,True,,,True,,True,,,,,,,,,,,,,,,,0,
10796,6597,0,1,0,0,0,0,0,0,0,1,18.0,0,1,vuon,True,,True,True,,True,True,,True,,,,,,,,,,,,True,,,,,,0,
10797,6598,0,1,0,0,0,0,0,0,0,1,30.0,1,1,vuon,True,,True,True,,True,True,,True,,,,,,,,,,,,True,,,,,,0,am nuoc dien
10798,6599,1,0,1,0,0,0,0,0,0,1,20.0,0,1,vuon,True,,True,True,,True,True,,True,,,,,,,,,,,,True,,,,,,0,
10799,6600,0,1,0,0,0,0,0,0,0,1,30.0,1,1,nui,True,,,,,True,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10800,6601,0,0,0,0,1,0,0,0,0,1,25.0,1,1,vuon,True,,,,,True,True,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10801,6602,0,1,0,0,0,0,0,0,0,1,28.0,1,1,vuon,True,,,,,True,True,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10802,6603,0,0,1,0,0,0,0,0,0,1,25.0,1,1,vuon,,,,True,,True,,True,,,,,,,,,,,,,,,,,,,0,am nuoc dien
10803,6604,0,1,0,0,0,0,0,0,0,1,20.0,1,1,vuon,True,,,,,True,,True,,,,,,True,,,,,,,,,,,,,0,am nuoc dien
10804,6605,0,1,0,0,0,0,0,0,0,1,21.0,1,1,vuon,True,,,,,True,,True,,,,,,True,,,,,,,,,,,,,0,am nuoc dien
10805,6606,1,0,0,0,0,0,0,0,0,1,25.0,1,0,nui,,,,True,,True,,,,,,,True,,,,,,,,,,,,,,0,am nuoc dien
10806,6607,1,0,0,0,0,0,0,0,0,1,25.0,1,0,nui,,,,True,,True,,,,,,,True,,,,,,,,,,,,,,0,am nuoc dien
10807,6608,0,0,0,0,0,0,0,0,0,1,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10808,6609,0,0,0,0,1,0,0,0,0,1,17.0,1,1,ngoai troi,True,,,,,True,True,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10809,6610,0,1,0,0,0,0,0,0,0,1,20.0,1,1,be boi,True,,,True,,True,,,True,,True,,,,,,,,,,,,,True,,,0,
10810,6611,0,1,0,0,0,0,0,0,0,1,22.0,1,1,be boi,True,,,True,,True,,,True,,True,,,,,,,,,,,,,True,,,0,
10811,6612,0,1,0,0,0,0,0,0,0,1,25.0,1,1,nui,,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
10812,6613,0,1,1,0,0,0,0,0,0,1,28.0,2,1,be boi,,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
10813,6614,0,0,1,0,0,0,0,0,0,1,35.0,1,1,ngoai troi,True,,,,,True,True,,True,,,,True,True,,,,,,,,,,,,,0,am nuoc dien
10814,6615,0,1,0,0,0,0,0,0,0,1,30.0,1,1,nui,,,,True,,True,True,True,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10815,6616,1,0,0,0,0,0,0,0,0,1,35.0,1,1,nui,,,,True,,True,True,True,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
10816,6617,0,1,0,0,0,0,0,0,0,1,25.0,1,1,ngoai troi,,,True,True,,True,,True,True,,,,,True,,,,,,,,,,,,,0,am nuoc dien
10817,6618,0,1,0,0,1,0,0,0,0,1,30.0,1,1,ngoai troi,,,True,True,,True,,True,True,,,,,True,,,,,,,,,,,,,0,am nuoc dien
10818,6619,0,1,0,0,0,0,0,0,0,1,25.0,0,1,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,0,
10819,6620,0,1,0,0,0,0,0,0,0,1,35.0,1,0,vuon,,,,True,,True,True,True,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10820,6621,0,1,0,0,0,0,0,0,0,1,25.0,1,1,ngoai troi,,,,True,,True,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10821,6622,0,0,1,0,0,0,1,0,0,1,30.0,1,1,ngoai troi,,,True,True,,True,,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10822,6623,0,1,0,0,0,0,0,0,0,1,32.0,1,1,ngoai troi,,,True,True,,True,,,True,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10823,6624,1,0,0,0,0,0,0,0,0,1,25.0,1,0,nui,True,,,,,True,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10824,6625,1,0,0,0,0,0,0,0,0,1,35.0,1,0,nui,,,,,,True,True,True,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
10825,6626,0,1,0,0,0,0,0,0,0,1,30.0,1,0,be boi,,,,,,True,,True,,,True,,,,,,,True,,,,,,,,,0,am nuoc dien
10826,6627,0,1,0,0,0,0,0,0,0,1,25.0,1,1,nui,,,,True,,,,,True,,,,,,,,,,,,,,,,,,0,
10827,6628,1,0,0,0,0,0,0,0,0,1,25.0,0,1,song,,,,True,,True,,,True,,,,,,,,,,,,,,,,,,0,
10828,6629,0,0,0,0,1,0,0,0,0,1,15.0,1,1,,,True,True,True,,True,True,,,,,,,,,,,,,,,,,,,,0,am nuoc
10829,6630,0,0,0,0,1,0,0,0,0,1,20.0,1,1,,,True,True,True,,True,True,,,,,,,,,,,,,,,,,,,,0,am nuoc
