,room_type_id,bed_str,expanded_bed,large_double_bed,large_bed,single_bed,sofa_bed,double_bed,small_double_bed,king_size_bed,futon_mattress,bunk_bed,extra_long_bed,flexibility_score,sqm,bathroom_count,is_private_bathroom,views_str,views,balcony-terrace,non-smoking-room,closet,air_conditioning,mini_bar,hair_dryer,extra-long-beds,complimentary-bottled-water,bathtub,shower,separate-shower-and-tub,refrigerator,high-floor,dressing-room,ground-floor,private-pool,executive-lounge-access,top-floor,complimentary-instant-coffee,jacuzzi-bathtub,smoking-allowed,electric-blanket,free-welcome-drink,low-floor,complimentary-tea,coffee-tea-maker,hot-spring-access,bedroom_str,bedroom_count,confirmation-instant_str,confirmation-instant
5289,9005,2 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 2}]",0,1,0,0,0,0,0,0,0,0,1,27.0,1,0,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,True,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
5290,9006,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,30.0,1,0,Hướng Đường phố,duong pho,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
5291,9007,2 giường đôi nhỏ,"[{'bed_type': 'giường đôi nhỏ', 'bed_count': 2}]",0,0,0,0,0,1,0,0,0,0,1,27.0,1,1,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,Điều hòa cá nhân,dieu hoa ca nhan
5292,9008,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,25.0,1,0,Hướng Đường phố,duong pho,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
5293,9009,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,38.0,1,0,Hướng Đường phố,duong pho,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
5294,9010,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,25.0,1,0,Hướng Đường phố,duong pho,,True,,,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ có thể mở ra,cua so co the mo ra
5295,9011,1 giường đôi & 1 giường đôi lớn & 1 giường sofa,"[{'bed_type': 'giường đôi', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}, {'bed_type': 'giường sofa', 'bed_count': 1}]",1,0,0,1,1,0,0,0,0,0,1,60.0,2,1,Hướng Ngoài trời,ngoai troi,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,2 phòng ngủ,2,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
5296,9012,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,60.0,2,1,Hướng Ngoài trời,ngoai troi,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
5297,9013,1 giường siêu lớn & 1 giường đôi lớn,"[{'bed_type': 'giường siêu lớn', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,1,0,0,0,1,60.0,2,1,Hướng Đường phố,duong pho,,True,,,True,,,,,,,,,,,,,True,,,,,,,,,,2 phòng ngủ,2,Cửa sổ có thể mở ra,cua so co the mo ra
5298,9014,1 giường lớn & 1 giường đôi lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,1,0,0,0,0,0,0,0,0,1,60.0,2,1,Hướng Thành phố,thanh pho,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,2 phòng ngủ,2,,
5299,9015,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,35.0,0,1,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
5300,9016,1 giường tầng,"[{'bed_type': 'giường tầng', 'bed_count': 1}]",0,0,0,0,0,0,0,0,1,0,1,20.0,1,0,Hướng Đường phố,duong pho,True,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,0,Hành lang ngoài,hanh lang ngoai
5301,9017,1 giường tầng,"[{'bed_type': 'giường tầng', 'bed_count': 1}]",0,0,0,0,0,0,0,0,1,0,1,20.0,1,0,Hướng Đường phố,duong pho,True,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,0,Hành lang ngoài,hanh lang ngoai
5302,9018,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,25.0,1,1,,,,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Ấm nước,am nuoc
5303,9019,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,25.0,1,1,Hướng Thành phố,thanh pho,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
5304,9020,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,25.0,1,1,,,,,,,True,,,True,,,,,,True,,,,,,,,,,,,,,,0,Hành lang ngoài,hanh lang ngoai
5305,9021,1 giường đơn & 1 giường đôi lớn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,1,0,0,0,0,0,0,0,1,25.0,1,1,,,,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Ấm nước,am nuoc
5306,9022,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,25.0,1,1,Hướng Ngoài trời,ngoai troi,True,,,,True,,,True,,,,,,True,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
5307,9023,1 giường đơn & 1 giường đôi lớn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,1,0,0,0,0,0,0,0,1,25.0,1,1,,,,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
5308,9024,1 giường đơn & 1 giường đôi lớn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,1,0,0,0,0,0,0,0,1,25.0,1,1,,,,,,,True,,,True,,,,True,,True,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
5309,9025,1 giường đôi lớn & 1 giường đơn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}, {'bed_type': 'giường đơn', 'bed_count': 1}]",1,0,1,0,0,0,0,0,0,0,1,25.0,1,1,,,,True,,,True,,,True,,,,,,True,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
5310,9026,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,35.0,0,1,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,0,,
5311,9027,1 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 1}]",0,0,1,0,0,0,0,0,0,0,1,30.0,0,1,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,0,,
5312,9028,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,15.0,0,1,Hướng Không có cửa sổ,khong co cua so,,True,,,True,,True,,,,,,,,,,True,,,,,,,,,,,,0,Cửa sổ,cua so
5313,9029,1 giường đơn hoặc 1 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đơn', 'bed_count': 1}]",0,0,1,0,0,0,0,0,0,0,2,23.0,0,1,,,,True,,True,True,True,,,,,,True,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
5314,9030,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,40.0,1,1,Hướng Ngoài trời,ngoai troi,True,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
5315,9031,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,32.0,1,1,Hướng Đường phố,duong pho,True,True,,,True,,,,,,,,,,,,True,,,,,,,,,,,,0,Cửa sổ,cua so
5316,9032,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,40.0,1,1,Hướng Ngoài trời,ngoai troi,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
5317,9033,1 giường đôi lớn hoặc 1 giường đơn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}, {'bed_type': 'giường đơn', 'bed_count': 1}]",1,0,1,0,0,0,0,0,0,0,2,45.0,0,1,Hướng Đường phố,duong pho,True,,,,True,,True,,True,,,,,,,,True,,,,,,,,,,,,0,Cửa sổ,cua so
5318,9034,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,20.0,1,0,Hướng Thành phố,thanh pho,,,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
5319,9035,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,15.0,1,0,,,,True,True,True,,,,True,,,True,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
5320,9036,2 giường đôi nhỏ,"[{'bed_type': 'giường đôi nhỏ', 'bed_count': 2}]",0,0,0,0,0,1,0,0,0,0,1,30.0,1,1,Hướng Bãi biển,bai bien,,True,,,,,,,,,True,,True,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
5321,9037,1 giường lớn & 2 giường đơn,"[{'bed_type': 'giường lớn', 'bed_count': 1}, {'bed_type': 'giường đơn', 'bed_count': 2}]",0,1,1,0,0,0,0,0,0,0,1,62.0,2,1,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,2 phòng ngủ,2,,
5322,9038,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,25.0,1,1,Hướng Thành phố,thanh pho,,,,,True,,,,,,True,,,,,,,True,,,,,,,,,,,0,Cửa sổ,cua so
5323,9039,2 giường siêu lớn,"[{'bed_type': 'giường siêu lớn', 'bed_count': 2}]",0,0,0,0,0,0,1,0,0,0,1,40.0,1,1,Hướng Biển,bien,True,,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
5324,9040,1 giường siêu lớn,"[{'bed_type': 'giường siêu lớn', 'bed_count': 1}]",0,0,0,0,0,0,1,0,0,0,1,40.0,1,1,Hướng Biển,bien,True,,,,True,,,,,,True,,True,,,,,,,,,,,,,,,,0,,
5325,9041,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,35.0,1,1,,,,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,Studio/1 phòng ngủ,1,,
5326,9042,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,20.0,1,1,,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ có thể mở ra,cua so co the mo ra
5327,9043,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,30.0,1,1,Hướng Thành phố,thanh pho,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ có thể mở ra,cua so co the mo ra
5328,9044,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,35.0,1,1,Hướng Thành phố,thanh pho,,,True,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
5329,9045,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,32.0,1,1,Hướng Thành phố,thanh pho,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ có thể mở ra,cua so co the mo ra
5330,9046,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,35.0,1,1,Hướng Thành phố,thanh pho,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ có thể mở ra,cua so co the mo ra
5331,9047,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,40.0,1,1,Hướng Sông,song,,,True,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
5332,9048,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,,0,1,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
5333,9049,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,30.0,1,1,,,,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ có thể mở ra,cua so co the mo ra
5334,9050,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,28.0,1,1,,,,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,0,Ấm nước,am nuoc
5335,9051,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,32.0,1,1,Hướng Biển,bien,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ có thể mở ra,cua so co the mo ra
5336,9052,1 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 1}]",0,0,1,0,0,0,0,0,0,0,1,20.0,1,1,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ có thể mở ra,cua so co the mo ra
5337,9053,1 giường đôi & 1 giường đôi lớn,"[{'bed_type': 'giường đôi', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,1,0,0,0,0,0,1,30.0,1,0,,,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
5338,9054,2 giường đơn & 2 giường đôi,"[{'bed_type': 'giường đơn', 'bed_count': 2}, {'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,1,0,1,0,0,0,0,0,1,30.0,1,0,Hướng Sông,song,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
5339,9055,,[],0,0,0,0,0,0,0,0,0,0,1,30.0,0,1,Hướng Không có cửa sổ,khong co cua so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
5340,9056,,[],0,0,0,0,0,0,0,0,0,0,1,35.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
5341,9057,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,50.0,1,1,Hướng Thành phố,thanh pho,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,0,,
5342,9058,1 giường lớn hoặc 1 nệm futon,"[{'bed_type': 'giường lớn', 'bed_count': 1}, {'bed_type': 'nệm futon', 'bed_count': 1}]",0,1,0,0,0,0,0,1,0,0,2,60.0,1,1,Hướng Thành phố,thanh pho,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
5343,9059,1 giường lớn hoặc 1 nệm futon,"[{'bed_type': 'giường lớn', 'bed_count': 1}, {'bed_type': 'nệm futon', 'bed_count': 1}]",0,1,0,0,0,0,0,1,0,0,2,60.0,0,1,Hướng Thành phố,thanh pho,True,True,,,True,,,,True,,,,,,,True,,,,,,,,,,,,,0,Cửa sổ,cua so
5344,9060,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,40.0,1,1,,,,,True,True,,True,,,,True,,,,,,,,,,True,,,,,,,,,0,Ấm nước điện,am nuoc dien
5345,9061,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,30.0,1,1,Hướng Vườn,vuon,True,,True,True,,True,,,,,,,,,,,,,,True,,,,,,,,,0,Ấm nước điện,am nuoc dien
5346,9062,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,45.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,True,,,,True,,,,,,,,,,True,,,,,,,,,0,Ấm nước điện,am nuoc dien
5347,9063,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,50.0,1,1,,,,,True,True,,True,,,,True,,,,,,,,,,True,,,,,,,,,0,Ấm nước điện,am nuoc dien
5348,9064,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,27.0,1,1,Hướng Ngoài trời,ngoai troi,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
5349,9065,1 giường siêu lớn,"[{'bed_type': 'giường siêu lớn', 'bed_count': 1}]",0,0,0,0,0,0,1,0,0,0,1,28.0,0,1,Hướng Vườn,vuon,True,True,,,,,,,,,True,,True,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
5350,9066,1 giường siêu lớn,"[{'bed_type': 'giường siêu lớn', 'bed_count': 1}]",0,0,0,0,0,0,1,0,0,0,1,34.0,1,1,Hướng Đại dương,dai duong,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,0,Rượu,ruou
5351,9067,1 giường lớn & 1 giường đơn,"[{'bed_type': 'giường lớn', 'bed_count': 1}, {'bed_type': 'giường đơn', 'bed_count': 1}]",0,1,1,0,0,0,0,0,0,0,1,,0,1,Hướng Vườn,vuon,,True,,True,True,True,,True,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
5352,9068,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,38.0,0,1,Hướng Vườn,vuon,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
5353,9069,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,18.0,0,1,Hướng Sông,song,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,
5354,9070,1 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 1}]",0,0,1,0,0,0,0,0,0,0,1,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
5355,9071,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,25.0,0,1,Hướng Đường phố,duong pho,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,True,,,0,Điều hòa cá nhân,dieu hoa ca nhan
5356,9072,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,25.0,0,1,Hướng Đường phố,duong pho,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,True,,,0,Điều hòa cá nhân,dieu hoa ca nhan
5357,9073,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,23.0,1,1,Hướng Công viên,cong vien,True,True,,,True,,,,,,,,True,,,,,,,,,,,,,,,,0,Cửa sổ có thể mở ra,cua so co the mo ra
5358,9074,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,28.0,0,1,Hướng Đường phố,duong pho,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,True,,,0,Điều hòa cá nhân,dieu hoa ca nhan
5359,9075,1 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 1}]",0,0,1,0,0,0,0,0,0,0,1,,1,1,,,,,,True,True,True,,True,,True,,,,,,,,,,,,,,,,,,,0,,
5360,9076,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,37.0,0,1,Hướng Thành phố,thanh pho,,True,,,,,True,,,,,,True,,,,,,,,,,,,,,,,0,Cửa sổ có thể mở ra,cua so co the mo ra
5361,9077,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,35.0,0,1,Hướng Thành phố,thanh pho,True,True,,,,,True,,,,,,,,,True,,,,,,,,,,,,,0,Cửa sổ,cua so
5362,9078,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,35.0,0,1,Hướng Thành phố,thanh pho,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
5363,9079,1 giường lớn & 1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}, {'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,70.0,0,1,Hướng Biển,bien,True,,,,True,,True,,True,,,,,,,,,,,,,,,,,,,2 phòng ngủ,2,Cửa sổ,cua so
5364,9080,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,30.0,1,1,,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,0,Cửa sổ,cua so
5365,9081,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,35.0,1,1,Hướng Thành phố,thanh pho,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
5366,9082,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,90.0,0,1,Hướng Vườn,vuon,True,True,,True,True,,,,,,True,True,,,,,,,,,,,,,,,,,0,,
5367,9083,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,150.0,0,1,Hướng Vườn,vuon,True,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,0,Lối vào bãi biển riêng,loi vao bai bien rieng
5368,9084,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,200.0,0,1,Hướng Vườn,vuon,True,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,0,Lối vào bãi biển riêng,loi vao bai bien rieng
5369,9085,1 giường lớn & 1 giường lớn & 1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}, {'bed_type': 'giường lớn', 'bed_count': 1}, {'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,250.0,0,1,Hướng Vườn,vuon,True,,,,,,,,,,,,,,,True,,,,True,,,,,,,,3 phòng ngủ,3,Lối vào bãi biển riêng,loi vao bai bien rieng
5370,9086,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,40.0,1,1,,,,True,,,True,,True,,,,,,,,,,,,,,,,,True,,,,,0,Phòng xông khô,phong xong kho
5371,9087,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,40.0,0,1,Hướng Biển,bien,True,,,,True,,True,,,,,,,,,,,True,,,,,,,,,,,0,Phòng xông khô,phong xong kho
5372,9088,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,50.0,0,1,Hướng Biển,bien,True,,,,True,,True,,,,,,,,,,,True,,,,,,,,,,,0,Phòng xông khô,phong xong kho
5373,9089,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,17.0,1,1,Hướng Ngoài trời,ngoai troi,,,,,True,,,True,,,,,,True,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
5374,9090,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,17.0,0,1,Hướng Thành phố,thanh pho,,True,,,True,,True,,,,,,,True,,,,,,,,,,,,,,,0,,
5375,9091,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,17.0,0,1,Hướng Thành phố,thanh pho,,True,,,True,,True,,,,,,,True,,,,,,,,,,,,,,,0,,
5376,9092,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,38.0,0,1,Hướng Vườn,vuon,True,True,,,True,,,,,,,,,,,,,True,,,,,True,,,,,,0,Cửa sổ có thể mở ra,cua so co the mo ra
5377,9093,1 giường đơn & 1 giường lớn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,1,0,0,0,0,0,0,0,1,38.0,1,1,Hướng Đường phố,duong pho,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
5378,9094,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,35.0,0,1,Hướng Bể bơi,be boi,True,,,,True,,True,,,,True,,True,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
5379,9095,1 giường đôi lớn & 1 giường lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}, {'bed_type': 'giường lớn', 'bed_count': 1}]",1,1,0,0,0,0,0,0,0,0,1,40.0,0,1,Hướng Thành phố,thanh pho,True,,,,True,,True,,,,True,,,,,,,,,,,,,,,,True,,0,Cửa sổ,cua so
5380,9096,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,40.0,1,1,Hướng Vườn,vuon,True,,,,,,True,True,,,,,,True,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
5381,9097,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,50.0,1,1,Hướng Núi,nui,True,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
