,room_type_id,bed_str,expanded_bed,large_double_bed,large_bed,single_bed,sofa_bed,double_bed,small_double_bed,king_size_bed,futon_mattress,bunk_bed,extra_long_bed,flexibility_score,sqm,bathroom_count,is_private_bathroom,views_str,views,balcony-terrace,non-smoking-room,closet,air_conditioning,mini_bar,hair_dryer,extra-long-beds,complimentary-bottled-water,bathtub,shower,separate-shower-and-tub,refrigerator,high-floor,dressing-room,ground-floor,private-pool,executive-lounge-access,top-floor,complimentary-instant-coffee,jacuzzi-bathtub,smoking-allowed,electric-blanket,free-welcome-drink,low-floor,complimentary-tea,coffee-tea-maker,hot-spring-access,bedroom_str,bedroom_count,confirmation-instant_str,confirmation-instant
80,83,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,35.0,0,1,Hướng Vườn,vuon,True,True,,,True,,,,,,,,,,,,,True,,,,,,,,,,,0,Hành lang ngoài,hanh lang ngoai
81,84,,[],0,0,0,0,0,0,0,0,0,0,1,35.0,1,1,Hướng Thành phố,thanh pho,True,True,,,True,,,,,,True,,,,,,,,,,,,,,,,,,0,Hành lang ngoài,hanh lang ngoai
82,85,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,35.0,1,1,Hướng Vườn,vuon,True,,True,,,,,True,,,,,,,,,,,,True,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
83,86,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,20.0,1,1,,,,True,,True,True,,,,,,,,,True,,,,,,,,,,,,,,,0,,
84,87,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,28.0,1,0,Hướng Thành phố,thanh pho,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
85,88,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,28.0,0,1,,,,True,True,True,True,,,True,,,,True,,,,,,,,,,,,,,,,,0,,
86,89,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,30.0,1,1,,,,True,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,,0,,
87,90,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,35.0,1,0,Hướng Thành phố,thanh pho,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,0,Đồ gỗ ngoài trời,do go ngoai troi
88,91,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,40.0,1,1,Hướng Thành phố,thanh pho,True,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
89,92,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,50.0,1,1,Hướng Ngoài trời,ngoai troi,True,,True,True,,,,True,,,,,,,,,,,,,True,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
90,93,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,70.0,2,1,Hướng Ngoài trời,ngoai troi,True,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
91,94,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,25.0,1,1,Hướng Thành phố,thanh pho,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,0,Trái cây/đồ ăn vặt,trai cay/do an vat
92,95,1 giường đôi lớn & 1 giường đôi lớn & 1 giường đôi nhỏ,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}, {'bed_type': 'giường đôi nhỏ', 'bed_count': 1}]",1,0,0,0,0,1,0,0,0,0,1,75.0,2,1,Hướng Thành phố,thanh pho,,,,,,,,,,,,,True,,,,,,,,,,,,,,,3 phòng ngủ,3,Trái cây/đồ ăn vặt,trai cay/do an vat
93,96,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,32.0,0,1,Hướng Thành phố,thanh pho,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,0,Phòng xông khô,phong xong kho
94,97,2 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 2}]",0,1,0,0,0,0,0,0,0,0,1,40.0,0,1,Hướng Ngoài trời,ngoai troi,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,0,Phòng xông khô,phong xong kho
95,98,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,32.0,0,1,Hướng Thành phố,thanh pho,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,0,Phòng xông khô,phong xong kho
96,99,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,45.0,0,1,Hướng Thành phố,thanh pho,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,0,Phòng xông khô,phong xong kho
97,100,1 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 1}]",0,0,1,0,0,0,0,0,0,0,1,45.0,1,1,Hướng Thành phố,thanh pho,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,Rượu,ruou
98,101,1 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 1}]",0,0,1,0,0,0,0,0,0,0,1,66.0,1,1,Hướng Thành phố,thanh pho,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,0,Rượu,ruou
99,102,1 giường đôi lớn hoặc 1 giường lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}, {'bed_type': 'giường lớn', 'bed_count': 1}]",1,1,0,0,0,0,0,0,0,0,2,25.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
100,103,2 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 2}]",0,1,0,0,0,0,0,0,0,0,1,45.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
101,104,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,25.0,1,1,Hướng Vườn,vuon,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
102,105,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,20.0,1,1,Hướng Vườn,vuon,True,,True,,True,,,,,,,,,,,,,True,,,,,,,,,,,0,,
103,106,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,26.0,0,1,Hướng Thành phố,thanh pho,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,0,Cửa sổ có thể mở ra,cua so co the mo ra
104,107,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,28.0,1,1,Hướng Thành phố,thanh pho,,True,,,True,,,,,,,,True,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
105,108,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,25.0,1,1,,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
106,109,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,20.0,1,1,,,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
107,110,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,12.0,1,1,,,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,
108,111,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Vườn,vuon,True,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,
109,112,1 giường đơn & 1 giường đôi lớn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,1,0,0,0,0,0,0,0,1,30.0,1,1,Hướng Vườn,vuon,True,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
110,113,1 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 1}]",0,0,1,0,0,0,0,0,0,0,1,10.0,1,1,,,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,
111,114,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,18.0,0,1,,,,,True,True,,True,,True,,True,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
112,115,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,24.0,0,1,,,,,True,True,,True,,True,,True,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
113,116,1 giường đơn & 1 giường đôi lớn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,1,0,0,0,0,0,0,0,1,30.0,0,1,,,,,True,True,,True,,True,,True,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
114,117,1 giường đơn & 1 giường đôi lớn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,1,0,0,0,0,0,0,0,1,30.0,0,1,Hướng Ngoài trời,ngoai troi,True,,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
115,118,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,40.0,1,1,Hướng Ngoài trời,ngoai troi,True,,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
116,119,3 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 3}]",1,0,0,0,0,0,0,0,0,0,1,34.0,0,1,,,,,True,True,,,True,True,,,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
117,120,,[],0,0,0,0,0,0,0,0,0,0,1,30.0,1,1,Hướng Thành phố,thanh pho,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,0,Điều hòa cá nhân,dieu hoa ca nhan
118,121,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,40.0,1,1,Hướng Thành phố,thanh pho,,,True,,True,,True,,,,,,True,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
119,122,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,40.0,1,1,Hướng Thành phố,thanh pho,,True,True,,,,True,,,,,,,,True,,,,,,,,,,,,,,0,Cửa sổ,cua so
120,123,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,25.0,1,1,Hướng Vườn,vuon,True,,,True,,,,True,,,,True,,,True,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
121,124,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,35.0,1,1,Hướng Ngoài trời,ngoai troi,True,,,True,,,,True,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
122,125,3 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 3}]",0,0,0,0,1,0,0,0,0,0,1,60.0,1,1,Hướng Ngoài trời,ngoai troi,True,,,True,,,,True,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
123,126,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,16.0,1,1,Hướng Ngoài trời,ngoai troi,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ có thể mở ra,cua so co the mo ra
124,127,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,18.0,1,1,Hướng Ngoài trời,ngoai troi,,True,,,True,,,,,,,,True,,,,,,,,,,,,,,,,0,Cửa sổ có thể mở ra,cua so co the mo ra
125,128,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,50.0,0,1,Hướng Thành phố,thanh pho,True,,,True,,True,,True,,,,True,,,,,,,,,,,,,,,,,0,,
126,129,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,58.0,2,1,,,True,,,True,,,,,,,,,True,,,,,,,,True,,,,,,,,0,Cửa sổ,cua so
127,130,1 giường sofa & 1 giường đôi lớn,"[{'bed_type': 'giường sofa', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,1,0,0,0,0,0,0,1,50.0,1,1,Hướng Ngoài trời,ngoai troi,True,,True,,,,,True,,,,,,,,,,,,,True,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
128,131,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,26.0,0,1,,,,True,True,True,True,,,,,,,True,,,,,,,,,,,,,,,,,0,,
129,132,1 giường đơn & 1 giường lớn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,1,0,0,0,0,0,0,0,1,50.0,0,1,,,,True,True,True,True,True,,,,,,True,,,,,,,,,,,,,,,,,0,,
130,133,2 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 2}]",0,1,0,0,0,0,0,0,0,0,1,50.0,0,1,,,,True,,True,True,True,,,,,,True,,,,,,,,,,,,,,,,,0,,
131,134,2 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 2}]",0,1,0,0,0,0,0,0,0,0,1,50.0,0,1,,,,,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,,
132,135,1 giường đôi & 1 giường lớn,"[{'bed_type': 'giường đôi', 'bed_count': 1}, {'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,1,0,0,0,0,0,1,50.0,0,1,Hướng Thành phố,thanh pho,,,,True,True,True,,,,True,,True,,,,,,,,,,,,,,,,,0,,
133,136,10 giường đôi & 1 giường đôi lớn,"[{'bed_type': 'giường đôi', 'bed_count': 10}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,1,0,0,0,0,0,1,20.0,1,1,Hướng Ngoài trời,ngoai troi,,,,,,True,,True,,True,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
134,137,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,20.0,0,1,Hướng Thành phố,thanh pho,,True,True,,,,,,,True,,True,,,,,,,,,,,,,,,,,0,Điều hòa cá nhân,dieu hoa ca nhan
135,138,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,18.0,0,1,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
136,139,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,20.0,0,1,Hướng Bể bơi,be boi,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
137,140,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,20.0,0,1,Hướng Bể bơi,be boi,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
138,141,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,24.0,0,1,Hướng Bể bơi,be boi,,True,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Cửa sổ có thể mở ra,cua so co the mo ra
139,142,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,24.0,0,1,Hướng Ngoài trời,ngoai troi,True,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
140,143,1 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 1}]",0,0,1,0,0,0,0,0,0,0,1,24.0,1,0,Hướng Vườn,vuon,True,,True,,True,,,,,,,,,,True,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
141,144,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,41.0,1,0,Hướng Vườn,vuon,True,,True,,True,,,,,,,,,,True,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
142,145,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,25.0,1,1,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
143,146,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,30.0,1,1,Hướng Vườn,vuon,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
144,147,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,35.0,1,1,Hướng Vườn,vuon,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
145,148,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,25.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,True,,,True,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
146,149,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,45.0,1,1,Hướng Ngoài trời,ngoai troi,True,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
147,150,,[],0,0,0,0,0,0,0,0,0,0,1,35.0,0,1,Hướng Thành phố,thanh pho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
148,151,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,45.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,True,,,True,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
149,152,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,15.0,1,1,,,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
150,153,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,18.0,1,1,,,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
151,154,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,18.0,0,1,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,0,,
152,155,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Núi,nui,True,,,,,,,True,,,,,,True,True,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
153,156,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,28.0,0,1,Hướng Ngoài trời,ngoai troi,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
154,157,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,35.0,0,1,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,
155,158,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,40.0,0,1,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
156,159,1 giường siêu lớn,"[{'bed_type': 'giường siêu lớn', 'bed_count': 1}]",0,0,0,0,0,0,1,0,0,0,1,40.0,0,1,Hướng Thành phố,thanh pho,True,True,,,True,,,,True,,,,True,,,,,,,,,,,,,,,,0,,
157,160,1 giường sofa & 2 giường đơn,"[{'bed_type': 'giường sofa', 'bed_count': 1}, {'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,1,0,0,0,0,0,0,1,40.0,0,1,Hướng Thành phố,thanh pho,True,True,,,True,,,,,,,,True,,,,,,,,,,,,,,,,0,Hành lang ngoài,hanh lang ngoai
158,161,2 giường đơn & 1 giường sofa,"[{'bed_type': 'giường đơn', 'bed_count': 2}, {'bed_type': 'giường sofa', 'bed_count': 1}]",0,0,1,1,0,0,0,0,0,0,1,40.0,1,1,Hướng Núi,nui,True,,,,True,,,,True,,,,,True,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
159,162,1 giường đôi lớn & 1 giường sofa & 1 giường sofa,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}, {'bed_type': 'giường sofa', 'bed_count': 1}, {'bed_type': 'giường sofa', 'bed_count': 1}]",1,0,0,1,0,0,0,0,0,0,1,55.0,1,1,Hướng Núi,nui,True,,,,True,,,,True,,,,,True,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
160,163,2 giường sofa & 1 giường siêu lớn & 1 giường sofa,"[{'bed_type': 'giường sofa', 'bed_count': 2}, {'bed_type': 'giường siêu lớn', 'bed_count': 1}, {'bed_type': 'giường sofa', 'bed_count': 1}]",0,0,0,1,0,0,1,0,0,0,1,65.0,0,1,Hướng Thiên nhiên,thien nhien,True,True,,,True,,,,,,True,,True,,,,,,,,,,,,,,,,0,,
161,164,1 giường siêu lớn & 1 giường sofa,"[{'bed_type': 'giường siêu lớn', 'bed_count': 1}, {'bed_type': 'giường sofa', 'bed_count': 1}]",0,0,0,1,0,0,1,0,0,0,1,55.0,1,1,Hướng Hồ (một phần),ho (mot phan),True,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,0,Hành lang ngoài,hanh lang ngoai
162,165,1 giường siêu lớn & 1 giường sofa & 2 giường đơn & 1 giường sofa & 1 giường sofa,"[{'bed_type': 'giường siêu lớn', 'bed_count': 1}, {'bed_type': 'giường sofa', 'bed_count': 1}, {'bed_type': 'giường đơn', 'bed_count': 2}, {'bed_type': 'giường sofa', 'bed_count': 1}, {'bed_type': 'giường sofa', 'bed_count': 1}]",0,0,1,1,0,0,1,0,0,0,1,80.0,0,1,Hướng Sông,song,True,,,,True,,,,,,True,,True,,,,,,,,,,,,,,,2 phòng ngủ,2,,
163,166,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,35.0,1,1,Hướng Ngoài trời,ngoai troi,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
164,167,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,62.0,1,1,Hướng Ngoài trời,ngoai troi,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
165,168,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,18.0,12,1,Hướng Thiên nhiên,thien nhien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
166,169,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
167,170,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
168,171,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
169,172,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
170,173,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,30.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
171,174,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,15.0,1,1,,,,True,,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
