room_type_id,room_amenities
7388,"['Hướng Ngoài trời', 'phòng tắm riêng', 'Vòi sen', 'Rèm che ánh sáng', 'Điều hòa', 'Nước đóng chai miễn phí', 'Ban công/sân hiên', 'Tủ quần áo', '25 m²', 'Tối đa 6 người lớn', '3 giường đôi lớn']"
7389,"['Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Wi-Fi [miễn phí]', 'Tủ lạnh nhỏ trong phòng', 'Cà phê hòa tan miễn phí', 'Phòng thay đồ', 'Hành lang ngoài', 'Không hút thuốc', '18 m²', 'Tối đa 2 người lớn, 1 bé (0-2 tuổi) ở MIỄN PHÍ!', '1 giường đôi lớn']"
7390,"['Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Wi-Fi [miễn phí]', 'Tủ lạnh nhỏ trong phòng', 'Cà phê hòa tan miễn phí', 'Ban công/sân hiên', 'Phòng thay đồ', 'Hành lang ngoài', '25 m²', 'Tối đa 2 người lớn, 1 bé (0-2 tuổi) ở MIỄN PHÍ!', '1 giường lớn']"
7391,"['Hướng Ngoài trời', 'Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Vòi sen', 'Ban công/sân hiên', 'Tủ quần áo', 'Điều hòa cá nhân', '30 m²', 'Tối đa 2 người lớn', '1 giường lớn']"
7392,"['Hướng Núi', 'Ấm nước điện', 'Bồn tắm', 'phòng tắm riêng', 'Máy sấy tóc', 'Vòi sen', 'Wi-Fi [miễn phí]', 'Rèm che ánh sáng', 'Tủ lạnh nhỏ trong phòng', 'Nước đóng chai miễn phí', '32 m²', 'Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!', '1 giường lớn hoặc 2 giường đơn']"
7393,"['Hướng Thành phố', 'Ấm nước điện', 'Bồn tắm', 'phòng tắm riêng', 'Máy sấy tóc', 'Vòi sen', 'Wi-Fi [miễn phí]', 'Rèm che ánh sáng', 'Tủ lạnh nhỏ trong phòng', 'Nước đóng chai miễn phí', '38 m²', 'Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!', '1 giường lớn hoặc 2 giường đơn']"
7394,"['Hướng Ngoài trời', 'phòng tắm riêng', 'Vòi sen', 'Đồ dùng cho giấc ngủ thoải mái', 'Tủ lạnh', 'Ban công/sân hiên', 'Giường cực dài', 'Tủ quần áo', 'Không hút thuốc', 'Điều hòa cá nhân', '16 m²', 'Tối đa 2 người lớn', '1 giường đôi lớn']"
7395,"['Hướng Ngoài trời', 'phòng tắm riêng', 'Vòi sen', 'Đồ dùng cho giấc ngủ thoải mái', 'Tủ lạnh', 'Ban công/sân hiên', 'Giường cực dài', 'Tủ quần áo', 'Điều hòa cá nhân', '18 m²', 'Tối đa 3 người lớn', '2 giường đôi']"
7396,"['Hướng Thành phố', 'phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Wi-Fi [miễn phí]', 'Rèm che ánh sáng', 'Tủ lạnh nhỏ trong phòng', 'Nước đóng chai miễn phí', 'Ấm nước', 'Tủ lạnh', '40 m²', 'Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!', '1 giường đôi']"
7397,"['Hướng Thành phố', 'phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Wi-Fi [miễn phí]', 'Rèm che ánh sáng', 'Tủ lạnh nhỏ trong phòng', 'Nước đóng chai miễn phí', 'Ấm nước', 'Tủ lạnh', '40 m²', 'Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!', '1 giường đôi']"
7398,"['Hướng Không có cửa sổ', 'Vòi sen', 'Wi-Fi [miễn phí]', 'Điều hòa', 'Nước đóng chai miễn phí', 'Không hút thuốc', '15 m²', 'Tối đa 2 người lớn', '1 giường đôi lớn']"
7399,"['Hướng Sông', 'Vòi sen', 'Wi-Fi [miễn phí]', 'Rèm che ánh sáng', 'Điều hòa', 'Tủ lạnh nhỏ trong phòng', 'Nước đóng chai miễn phí', 'Cửa sổ', 'Tủ quần áo', 'Không hút thuốc', '20 m²', 'Tối đa 4 người lớn', '1 giường đôi lớn hoặc 1 giường đôi']"
7400,"['Hướng Thành phố', 'Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Wi-Fi [miễn phí]', 'Được vào phòng chờ Thương Gia', 'Đồ dùng cho giấc ngủ thoải mái', 'Điều hòa', 'Tủ lạnh nhỏ trong phòng', '14 m²', 'Tối đa 2 người lớn', '1 giường đôi']"
7401,"['Hướng Bể bơi', 'Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Truy cập Internet - không dây', 'Đồ dùng cho giấc ngủ thoải mái', 'Điều hòa', 'Tủ lạnh nhỏ trong phòng', 'Nước đóng chai miễn phí', '18 m²', 'Tối đa 2 người lớn', '1 giường đôi']"
7402,"['phòng tắm riêng', 'Phòng tắm đứng', 'Nước đóng chai miễn phí', 'Điều hòa cá nhân', '15 m²', 'Tối đa 2 người lớn', '1 giường đôi lớn']"
7403,"['Hướng Ngoài trời', 'Bồn tắm', 'phòng tắm riêng', 'Phòng tắm đứng', 'Nước đóng chai miễn phí', 'Ban công/sân hiên', 'Điều hòa cá nhân', '25 m²', 'Tối đa 4 người lớn', '2 giường đôi lớn']"
7404,"['Hướng Sông', 'Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Vòi sen', 'Điều hòa', 'Ban công/sân hiên', 'Tủ quần áo', 'Tối đa 2 người lớn', '1 giường đôi lớn']"
7405,"['Hướng Sông', 'Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Vòi sen', 'Điều hòa', 'Ban công/sân hiên', 'Tủ quần áo', 'Tối đa 4 người lớn', '2 giường đôi lớn']"
7406,"['Hướng Vườn', 'phòng tắm riêng', 'Máy sấy tóc', 'Vòi sen', 'Nước đóng chai miễn phí', 'Tủ lạnh', 'Tủ quần áo', 'Không hút thuốc', 'Điều hòa cá nhân', '20 m²', 'Tối đa 2 người lớn', '1 giường lớn']"
7407,"['Hướng Vườn', 'phòng tắm riêng', 'Máy sấy tóc', 'Vòi sen', 'Nước đóng chai miễn phí', 'Tủ lạnh', 'Cửa sổ mở', 'Tủ quần áo', 'Không hút thuốc', 'Điều hòa cá nhân', '20 m²', 'Tối đa 2 người lớn', '1 giường đôi']"
7408,"['Hướng Ngoài trời', '2 phòng ngủ', '2 phòng tắm', 'Ấm nước điện', 'Phòng tắm chung', 'Máy sấy tóc', 'Vòi sen', 'Quyền sử dụng spa miễn phí', 'Đồ dùng cho giấc ngủ thoải mái', 'Điều hòa', 'Tối đa 4 người lớn', '1 giường sofa / 1 giường đôi lớn / 1 giường đôi']"
7409,"['Hướng Vườn', 'Ấm nước điện', 'Phòng tắm chung', 'Máy sấy tóc', 'Phòng tắm đứng', 'Đồ dùng cho giấc ngủ thoải mái', 'Nước đóng chai miễn phí', 'Tủ lạnh', 'Ban công/sân hiên', 'tầng trệt', '20 m²', 'Tối đa 2 người lớn', '1 giường đôi lớn']"
7410,"['Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Wi-Fi [miễn phí]', 'Rèm che ánh sáng', 'Tủ lạnh nhỏ trong phòng', 'Nước đóng chai miễn phí', 'Tủ lạnh', 'Cửa sổ mở', '20 m²', 'Tối đa 2 người lớn, 1 bé (0-6 tuổi) ở MIỄN PHÍ!', '2 giường đơn hoặc 1 giường đôi lớn']"
7411,"['Ấm nước điện', 'Bồn tắm', 'phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Wi-Fi [miễn phí]', 'Rèm che ánh sáng', 'Tủ lạnh nhỏ trong phòng', 'Nước đóng chai miễn phí', 'Tủ lạnh', '22 m²', 'Tối đa 2 người lớn, 1 bé (0-6 tuổi) ở MIỄN PHÍ!', '1 giường đôi lớn hoặc 2 giường đơn']"
7412,"['2 phòng ngủ', '2 phòng tắm', 'Wi-Fi [miễn phí]', 'Điều hòa', 'Tủ quần áo', '60 m²', 'Tối đa 4 người lớn, 1 bé (0-7 tuổi) ở MIỄN PHÍ!', '1 giường đôi lớn / 1 giường đôi lớn']"
7413,"['Hướng Vườn', '2 phòng ngủ', '2 phòng tắm', 'Ấm nước điện', 'Bồn tắm tạo sóng', 'Phòng tắm chung', 'Máy sấy tóc', 'Vòi sen', 'Đồ dùng cho giấc ngủ thoải mái', 'Nước đóng chai miễn phí', '60 m²', 'Tối đa 3 người lớn', '1 giường đôi lớn / 1 giường đôi']"
7414,"['Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Đồ dùng cho giấc ngủ thoải mái', 'Nước đóng chai miễn phí', 'Điều hòa cá nhân', '15 m²', 'Tối đa 3 người lớn', '1 giường đôi']"
7415,"['Hướng Sông', 'Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Đồ dùng cho giấc ngủ thoải mái', 'Điều hòa', 'Nước đóng chai miễn phí', '25 m²', 'Tối đa 3 người lớn', '2 giường đơn và 1 giường lớn']"
7416,"['3 phòng ngủ', '3 phòng tắm', 'Wi-Fi [miễn phí]', 'Điều hòa', '150 m²', 'Tối đa 6 người lớn', '1 giường lớn / 1 giường lớn / 1 giường lớn']"
7417,"['Hướng Sân trong', '4 phòng ngủ', '3 phòng tắm', 'Máy sấy tóc', 'Phòng tắm đứng', 'Wi-Fi [miễn phí]', 'Điều hòa', 'Tủ lạnh nhỏ trong phòng', 'Nước đóng chai miễn phí', 'Tủ lạnh', '30 m²', 'Tối đa 9 người lớn', '1 giường đôi / 1 giường đơn và 1 giường đôi / 1 giường đôi / 1 giường đôi / 1 giường sofa hoặc 1 giường sofa']"
7418,"['Hướng Vườn', '4 phòng ngủ', '3 phòng tắm', 'phòng tắm riêng', 'Máy sấy tóc', 'Vòi sen', 'Đồ dùng cho giấc ngủ thoải mái', 'Điều hòa', 'Tủ lạnh nhỏ trong phòng', 'Nước đóng chai miễn phí', '200 m²', 'Tối đa 9 người lớn', '1 giường đôi lớn / 1 giường sofa / 1 giường sofa / 1 giường đôi lớn / 1 giường đôi lớn và 1 giường đơn / 1 giường đôi lớn']"
7419,"['Hướng Vườn', '4 phòng ngủ', '4 phòng tắm', 'Ấm nước điện', 'Bồn tắm tạo sóng', 'Phòng tắm chung', 'Máy sấy tóc', 'Phòng tắm đứng', 'Phòng xông khô', 'Wi-Fi [miễn phí]', '200 m²', 'Tối đa 16 người lớn', '2 giường đôi / 1 giường đôi lớn / 1 giường đôi lớn / 1 giường lớn / 3 giường đơn']"
7420,"['Hướng Vườn', 'Ấm nước điện', 'Bồn tắm/vòi sen riêng', 'phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Wi-Fi [miễn phí]', 'Rèm che ánh sáng', 'Trái cây/đồ ăn vặt', 'Cà phê hòa tan miễn phí', '30 m²', 'Tối đa 3 người lớn, 1 bé (0-1 tuổi) ở MIỄN PHÍ!', '2 giường đơn']"
7421,"['Phòng tắm chung', 'Máy sấy tóc', 'Phòng tắm đứng', 'Wi-Fi [miễn phí]', 'Nước đóng chai miễn phí', 'Ấm nước', 'Cửa sổ', 'Tủ quần áo', 'Không hút thuốc', 'Điều hòa cá nhân', '20 m²', 'Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!', '1 giường đôi']"
7422,"['phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Wi-Fi [miễn phí]', 'Nước đóng chai miễn phí', 'Ấm nước', 'Ban công/sân hiên', 'Cửa sổ', 'Tủ quần áo', 'Không hút thuốc', '18 m²', 'Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!', '1 giường đôi']"
7423,"['Hướng Vườn', 'Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Đồ dùng cho giấc ngủ thoải mái', 'Nước đóng chai miễn phí', 'Tủ lạnh', 'Ban công/sân hiên', 'Giường cực dài', '22 m²', 'Tối đa 2 người lớn, 1 bé (0-7 tuổi) ở MIỄN PHÍ!', '1 giường đôi lớn']"
7424,"['Hướng Vườn', 'Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Đồ dùng cho giấc ngủ thoải mái', 'Nước đóng chai miễn phí', 'Tủ lạnh', 'Ban công/sân hiên', 'Giường cực dài', '25 m²', 'Tối đa 2 người lớn', '1 giường đôi']"
7425,"['Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Vòi sen', 'Điều hòa', 'Tủ quần áo', '30 m²', 'Tối đa 3 người lớn', '1 giường đôi lớn']"
7426,"['Ấm nước điện', 'Bồn tắm tạo sóng', 'phòng tắm riêng', 'Máy sấy tóc', 'Vòi sen', 'Điều hòa', 'Ban công/sân hiên', 'Tủ quần áo', '18 m²', 'Tối đa 2 người lớn', '1 giường đôi lớn']"
7427,"['Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Vòi sen', 'Điều hòa', 'Ban công/sân hiên', 'Tủ quần áo', '20 m²', 'Tối đa 2 người lớn', '2 giường đơn']"
7428,"['Ban công/sân hiên', '25 m²', 'Tối đa 2 người lớn']"
7429,"['Hướng Sông', 'Máy sấy tóc', 'Phòng tắm đứng', 'Truy cập Internet - không dây', 'Rèm che ánh sáng', 'Đồ uống mời khách miễn phí', 'Trà miễn phí', 'Cửa sổ có thể mở ra', 'tầng thấp', 'Phòng thay đồ', 'Tối đa 2 người lớn, 1 bé (0-7 tuổi) ở MIỄN PHÍ!', '2 giường đơn']"
7430,"['Hướng Sông', 'Phòng tắm đứng', 'Wi-Fi [miễn phí]', 'Rèm che ánh sáng', 'Đồ uống mời khách miễn phí', 'Trà miễn phí', 'Ban công/sân hiên', 'Cửa sổ có thể mở ra', 'tầng thấp', 'Hành lang ngoài', '15 m²', 'Tối đa 4 người lớn']"
7431,"['Hướng Thành phố', '6 phòng ngủ', '8 phòng tắm', 'phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Rèm che ánh sáng', 'Điều hòa', 'Nước đóng chai miễn phí', 'Máy pha trà/cà phê', '170 m²', 'Tối đa 14 người lớn, 2 bé (0-15 tuổi) ở MIỄN PHÍ!', '1 giường lớn / 1 giường lớn / 1 giường lớn / 1 giường lớn / 2 giường lớn / 1 giường lớn / 2 nệm futon']"
7432,"['phòng tắm riêng', 'Tối đa 2 người lớn', '1 giường lớn']"
7433,"['phòng tắm riêng', 'Tối đa 2 người lớn', '1 giường lớn']"
7434,"['Hướng Ngoài trời', '2 phòng ngủ', '2 phòng tắm', 'Ấm nước điện', 'Phòng tắm chung', 'Máy sấy tóc', 'Vòi sen', 'Tủ lạnh nhỏ trong phòng', 'Tủ lạnh', 'Bể bơi riêng', '66 m²', 'Tối đa 4 người lớn', '1 giường đôi lớn / 1 giường đôi lớn']"
7435,"['Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Vòi sen', 'Điều hòa', 'Ban công/sân hiên', '13 m²', 'Tối đa 2 người lớn', '1 giường đôi']"
7436,"['2 phòng ngủ', '2 phòng tắm', 'Máy sấy tóc', 'Wi-Fi [miễn phí]', 'Điều hòa', 'Tủ quần áo', '66 m²', 'Tối đa 5 người lớn', '1 giường siêu lớn / 1 giường siêu lớn']"
7437,"['Hướng Ngoài trời', 'Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Vòi sen', 'Điều hòa', 'Tủ lạnh', 'Ban công/sân hiên', 'Tủ quần áo', '20 m²', 'Tối đa 2 người lớn', '1 giường đôi']"
7438,"['phòng tắm riêng', 'Điều hòa', '30 m²', 'Tối đa 4 người lớn', '2 giường đôi lớn']"
7439,"['Hướng Đường phố', 'Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Wi-Fi [miễn phí]', 'Chăn điện', 'Nước đóng chai miễn phí', 'Ban công/sân hiên', 'tầng cao', '15 m²', 'Tối đa 2 người lớn', '1 giường lớn hoặc 2 giường đơn']"
7440,"['Hướng Ngoài trời', 'Ấm nước điện', 'phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Đồ dùng cho giấc ngủ thoải mái', 'Tủ lạnh nhỏ trong phòng', 'Nước đóng chai miễn phí', 'Tủ lạnh', 'Phòng thay đồ', '25 m²', 'Tối đa 2 người lớn', '1 giường lớn']"
7441,"['Hướng Ngoài trời', 'Ấm nước điện', 'Bồn tắm', 'phòng tắm riêng', 'Máy sấy tóc', 'Phòng tắm đứng', 'Ban công/sân hiên', 'Tủ quần áo', 'Điều hòa cá nhân', '25 m²', 'Tối đa 2 người lớn', '1 giường đôi lớn']"
7442,"['Hướng Ngoài trời', '2 phòng tắm', 'Ấm nước điện', 'Máy sấy tóc', 'Phòng tắm đứng', 'Điều hòa', 'Tủ lạnh', 'Ban công/sân hiên', 'Tủ quần áo', '150 m²', 'Tối đa 3 người lớn', '1 giường đôi lớn / 1 giường đôi lớn / 1 giường đôi lớn / 1 giường sofa']"
7443,"['3 phòng ngủ', '2 phòng tắm', 'Máy sấy tóc', 'Wi-Fi [miễn phí]', 'Điều hòa', 'Tối đa 8 người lớn, 1 bé (0-7 tuổi) ở MIỄN PHÍ!', '1 giường đôi lớn / 1 giường đôi lớn / 1 giường đôi lớn / 1 giường sofa']"
7444,"[{'amenity': 'Diện tích phòng: 58 m²', 'type': 'sqm'}, {'amenity': 'Hướng Hồ', 'type': 'views'}, {'amenity': '1 giường đôi lớn & 1 giường đôi lớn', 'type': 'bed'}, {'amenity': '2 phòng tắm', 'type': 'bathrooms'}, {'amenity': 'Bể bơi riêng', 'type': 'private-pool'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Phòng thay đồ', 'type': 'dressing-room'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}]"
7445,"[{'amenity': '1 giường đôi & 1 giường đôi', 'type': 'bed'}, {'amenity': '2 phòng ngủ', 'type': 'bedroom'}, {'amenity': '2 phòng tắm', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}]"
7446,"[{'amenity': 'Diện tích phòng: 15 m²', 'type': 'sqm'}, {'amenity': '1 giường đôi', 'type': 'bed'}, {'amenity': 'Chăn điện', 'type': 'electric-blanket'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}]"
7447,"[{'amenity': 'Diện tích phòng: 20 m²', 'type': 'sqm'}, {'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': '1 giường đôi', 'type': 'bed'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Chăn điện', 'type': 'electric-blanket'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}]"
7448,"[{'amenity': 'Diện tích phòng: 28 m²', 'type': 'sqm'}, {'amenity': 'Hướng Đường phố', 'type': 'views'}, {'amenity': '1 giường đôi', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Chăn điện', 'type': 'electric-blanket'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'tầng cao', 'type': 'high-floor'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}]"
7449,"[{'amenity': 'Diện tích phòng: 40 m²', 'type': 'sqm'}, {'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': '2 giường đơn và 1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Chăn điện', 'type': 'electric-blanket'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}]"
7450,"[{'amenity': 'Diện tích phòng: 18 m²', 'type': 'sqm'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
7451,"[{'amenity': 'Diện tích phòng: 22 m²', 'type': 'sqm'}, {'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}]"
7452,"[{'amenity': 'Diện tích phòng: 22 m²', 'type': 'sqm'}, {'amenity': 'Hướng Đường phố', 'type': 'views'}, {'amenity': '2 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}]"
7453,"[{'amenity': 'Diện tích phòng: 80 m²', 'type': 'sqm'}, {'amenity': 'Hướng Bể bơi', 'type': 'views'}, {'amenity': '1 giường lớn & 1 giường lớn & 1 giường đơn & 1 giường sofa', 'type': 'bed'}, {'amenity': '3 phòng ngủ', 'type': 'bedroom'}, {'amenity': '2 phòng tắm', 'type': 'bathrooms'}, {'amenity': 'Cho phép hút thuốc', 'type': 'smoking-allowed'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}]"
7454,"[{'amenity': 'Diện tích phòng: 28 m²', 'type': 'sqm'}]"
7455,"[{'amenity': 'Diện tích phòng: 40 m²', 'type': 'sqm'}]"
7456,"[{'amenity': 'Diện tích phòng: 50 m²', 'type': 'sqm'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}]"
7457,"[{'amenity': 'Diện tích phòng: 16 m²', 'type': 'sqm'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
7458,"[{'amenity': 'Diện tích phòng: 18 m²', 'type': 'sqm'}, {'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
7459,"[{'amenity': 'Diện tích phòng: 20 m²', 'type': 'sqm'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
7460,"[{'amenity': 'Diện tích phòng: 30 m²', 'type': 'sqm'}, {'amenity': '2 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
7461,"[{'amenity': 'Diện tích phòng: 15 m²', 'type': 'sqm'}, {'amenity': '1 giường đôi', 'type': 'bed'}, {'amenity': 'Cửa sổ có thể mở ra', 'type': 'confirmation-instant'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Ấm nước', 'type': 'confirmation-instant'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}]"
7462,"[{'amenity': 'Diện tích phòng: 17 m²', 'type': 'sqm'}, {'amenity': 'Hướng Sân trong', 'type': 'views'}, {'amenity': '1 giường đôi', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}]"
