room_type_id,room_amenities,amenity_group
8279,"[{'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': '24 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8280,"[{'amenity': 'Hướng Sông', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '30 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi hoặc 2 giường đơn', 'type': 'bed'}]",
8281,"[{'amenity': 'Hướng Sông', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '35 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 3 người lớn', 'type': 'capacity'}, {'amenity': '3 giường đơn và 1 giường đôi', 'type': 'bed'}]",
8282,"[{'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': '20 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8283,"[{'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': '25 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 4 người lớn', 'type': 'capacity'}, {'amenity': '2 giường đôi lớn', 'type': 'bed'}]",
8574,"[{'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Rượu', 'type': 'confirmation-instant'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': '22 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-11 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8575,"[{'amenity': 'Hướng biển (hướng một phần)', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Rượu', 'type': 'confirmation-instant'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': '24 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 2 bé (0-11 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '1 giường lớn', 'type': 'bed'}]",
8576,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': '32 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 2 bé (0-11 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '2 giường đơn', 'type': 'bed'}]",
8577,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': '32 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-11 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8578,"[{'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Bể bơi riêng', 'type': 'private-pool'}, {'amenity': '28 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 2 bé (0-11 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '2 giường đơn', 'type': 'bed'}]",
8579,"[{'amenity': 'Hướng Đại dương (một phần)', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': '29 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 2 bé (0-11 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '2 giường đơn', 'type': 'bed'}]",
8580,"[{'amenity': 'Hướng Không có cửa sổ', 'type': 'views'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Cửa sổ', 'type': 'window'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '20 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-6 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '2 giường đơn', 'type': 'bed'}]",
8581,"[{'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Cửa sổ', 'type': 'window'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Hành lang ngoài', 'type': 'confirmation-instant'}, {'amenity': '18 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-6 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '2 giường đơn', 'type': 'bed'}]",
8582,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Bể bơi riêng', 'type': 'private-pool'}, {'amenity': '26 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-9 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8583,"[{'amenity': 'Hướng Sông', 'type': 'views'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Giường cực dài', 'type': 'bed'}, {'amenity': '30 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-9 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '1 giường lớn', 'type': 'bed'}]",
8584,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Bể bơi riêng', 'type': 'private-pool'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Giường cực dài', 'type': 'bed'}, {'amenity': '32 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8585,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Bể bơi riêng', 'type': 'private-pool'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Giường cực dài', 'type': 'bed'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': '28 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 3 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đơn và 1 giường đôi lớn', 'type': 'bed'}]",
8586,"[{'amenity': 'Hướng Không có cửa sổ', 'type': 'views'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': '20 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8587,"[{'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'Điều hòa cá nhân', 'type': 'air-conditioning'}, {'amenity': '12 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-9 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '1 giường đôi', 'type': 'bed'}]",
8588,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': '18 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 4 người lớn, 1 bé (0-9 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '2 giường đôi', 'type': 'bed'}]",
8589,"[{'amenity': 'Hướng Không có cửa sổ', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Bồn tắm/vòi sen riêng', 'type': 'bathtub'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': '20 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 2 bé (0-5 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '2 giường đơn', 'type': 'bed'}]",
8590,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'Bồn tắm/vòi sen riêng', 'type': 'bathtub'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': '22 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 2 bé (0-5 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '1 giường lớn', 'type': 'bed'}]",
8591,"[{'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Cửa sổ', 'type': 'window'}, {'amenity': 'Giường cực dài', 'type': 'bed'}, {'amenity': 'tầng cao', 'type': 'high-floor'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'Điều hòa cá nhân', 'type': 'air-conditioning'}, {'amenity': '22 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-1 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}]",
8592,"[{'amenity': 'Hướng Biển', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Chăn điện', 'type': 'electric-blanket'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Trà miễn phí', 'type': 'complimentary-tea'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Cửa sổ', 'type': 'window'}, {'amenity': '28 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-1 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8593,"[{'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': '38 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '2 giường đơn', 'type': 'bed'}]",
8594,"[{'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': '38 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '1 giường lớn', 'type': 'bed'}]",
8595,"[{'amenity': '20 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]",
8596,"[{'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường đơn', 'type': 'bed'}]",
8597,"[{'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Giường cực dài', 'type': 'bed'}, {'amenity': 'Phòng thay đồ', 'type': 'dressing-room'}, {'amenity': 'Điều hòa cá nhân', 'type': 'air-conditioning'}, {'amenity': '26 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': 'capacity'}, {'amenity': '1 giường lớn', 'type': 'bed'}]",
8598,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': '30 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-12 tuổi) ở MIỄN PHÍ!', 'type': 'capacity'}, {'amenity': '1 giường đôi', 'type': 'bed'}]",
